,fiyat,sehir,metrekare,Bulunduğu Kat,Oda Sayısı,Bina Yaş,Isıtma Tipi,Binanın Kat Sayısı
11657,,,,,,,Kombi Doğalgaz,6
11658,,,,,,,Kombi Doğalgaz,4
11660,,,,,,,Kombi Doğalgaz,4
11661,,,,,,,Kombi Doğalgaz,4
11663,,,,,,,Kombi Doğalgaz,3
11664,,,,,,,Kombi Doğalgaz,4
11665,,,,,,,Merkezi Doğalgaz,4
11666,,,,,,,Kombi Doğalgaz,3
11667,,,,,,,Kombi Doğalgaz,4
11669,,,,,,,Kombi Doğalgaz,5
11671,,,,,,,Kombi Doğalgaz,2
11672,,,,,,,Kombi Doğalgaz,5
11674,,,,,,,Klimalı,2
11677,,,,,,,Kombi Doğalgaz,7
11679,,,,,,,Kombi Doğalgaz,5
11680,,,,,,,Kombi Doğalgaz,4
11684,,,,,,,Kombi Doğalgaz,7
11686,,,,,,,Kombi Doğalgaz,3
11687,,,,,,,Sobalı,2
11688,,,,,,,Kombi Doğalgaz,6
11689,,,,,,,Kombi Doğalgaz,6
11690,,,,,,,Kombi Doğalgaz,7
11692,,,,,,,Kombi Doğalgaz,3
11693,,,,,,,Kombi Doğalgaz,3
11694,,,,,,,Kombi Doğalgaz,4
11696,,,,,,,Kombi Doğalgaz,4
11698,,,,,,,Kombi Doğalgaz,3
11701,,,,,,,Kombi Doğalgaz,5
11703,,,,,,,Kombi Doğalgaz,5
11704,,,,,,,Merkezi Doğalgaz,4
11705,,,,,,,Merkezi Doğalgaz,4
11706,,,,,,,Kombi Doğalgaz,5
11708,,,,,,,Kombi Doğalgaz,5
11709,,,,,,,Kombi Doğalgaz,3
11710,,,,,,,Kombi Doğalgaz,5
11712,,,,,,,Kombi Doğalgaz,4
11713,,,,,,,Kombi Doğalgaz,3
11714,,,,,,,Merkezi Doğalgaz,5
11716,,,,,,,Kombi Doğalgaz,4
11717,,,,,,,Kombi Doğalgaz,3
11720,,,,,,,Kombi Doğalgaz,6
11721,,,,,,,Kombi Doğalgaz,6
11722,,,,,,,Kombi Doğalgaz,6
11723,,,,,,,Kombi Doğalgaz,5
11725,,,,,,,Kombi Doğalgaz,2
11726,,,,,,,Kombi Doğalgaz,4
11727,,,,,,,Kombi Doğalgaz,4
11728,,,,,,,Kombi Doğalgaz,5
11731,,,,,,,Kombi Doğalgaz,5
11732,,,,,,,Kombi Doğalgaz,5
11733,,,,,,,Kombi Doğalgaz,4
11734,,,,,,,Merkezi Doğalgaz,2
11735,,,,,,,Kombi Doğalgaz,5
11736,,,,,,,Kombi Doğalgaz,7
11737,,,,,,,Kombi Doğalgaz,5
11739,,,,,,,Sobalı,2
11740,,,,,,,Kombi Doğalgaz,5
11741,,,,,,,Kombi Doğalgaz,4
11743,,,,,,,Kombi Doğalgaz,4
11744,,,,,,,Kombi Doğalgaz,4
11745,,,,,,,Kombi Doğalgaz,5
11746,,,,,,,Kombi Doğalgaz,2
11748,,,,,,,Kombi Doğalgaz,3
11749,,,,,,,Kombi Doğalgaz,4
11750,,,,,,,Sobalı,3
11751,,,,,,,Kombi Doğalgaz,2
11752,,,,,,,Kombi Doğalgaz,5
11753,,,,,,,Kombi Doğalgaz,4
11754,,,,,,,Kombi Doğalgaz,7
11755,,,,,,,Kombi Doğalgaz,4
11756,,,,,,,Kombi Doğalgaz,3
11757,,,,,,,Sobalı,2
11758,,,,,,,Kombi Doğalgaz,3
11759,,,,,,,Kombi Doğalgaz,3
11761,,,,,,,Merkezi Doğalgaz,4
11763,,,,,,,Kombi Doğalgaz,2
11765,,,,,,,Kombi Doğalgaz,4
11766,,,,,,,Kombi Doğalgaz,6
11768,,,,,,,Kombi Doğalgaz,2
11769,,,,,,,Kombi Doğalgaz,3
11770,,,,,,,Kombi Doğalgaz,5
11771,,,,,,,Sobalı,2
11772,,,,,,,Sobalı,3
11774,,,,,,,Kombi Doğalgaz,5
11775,,,,,,,Kombi Doğalgaz,3
11776,,,,,,,Kombi Doğalgaz,3
11777,,,,,,,Merkezi Doğalgaz,4
11779,,,,,,,Kombi Doğalgaz,5
11780,,,,,,,Kombi Doğalgaz,5
11781,,,,,,,Kombi Doğalgaz,5
11783,,,,,,,Kombi Doğalgaz,2
11784,,,,,,,Kombi Doğalgaz,4
11785,,,,,,,Kombi Doğalgaz,4
11786,,,,,,,Kombi Doğalgaz,5
11788,,,,,,,Kombi Doğalgaz,6
11789,,,,,,,Kombi Doğalgaz,4
11793,,,,,,,Kombi Doğalgaz,3
11794,,,,,,,Kombi Doğalgaz,3
11796,,,,,,,Kombi Doğalgaz,5
11797,,,,,,,Kombi Doğalgaz,4
11799,,,,,,,Kombi Doğalgaz,3
11800,,,,,,,Kombi Doğalgaz,3
11801,,,,,,,Kombi Doğalgaz,3
11802,,,,,,,Kombi Doğalgaz,7
11804,,,,,,,Kombi Doğalgaz,5
11805,,,,,,,Merkezi Doğalgaz,5
11806,,,,,,,Kombi Doğalgaz,7
11807,,,,,,,Kombi Doğalgaz,3
11808,,,,,,,Merkezi Doğalgaz,5
11809,,,,,,,Kombi Doğalgaz,3
11811,,,,,,,Kombi Doğalgaz,7
11812,,,,,,,Kombi Doğalgaz,5
11814,,,,,,,Sobalı,2
11815,,,,,,,Kombi Doğalgaz,6
11816,,,,,,,Kombi Doğalgaz,3
11819,,,,,,,Kombi Doğalgaz,3
11820,,,,,,,Sobalı,3
11823,,,,,,,Kombi Doğalgaz,3
11825,,,,,,,Kombi Doğalgaz,2
11826,,,,,,,Kombi Doğalgaz,3
11828,,,,,,,Kombi Doğalgaz,2
11829,,,,,,,Sobalı,2
11832,,,,,,,Kombi Doğalgaz,4
11833,,,,,,,Kombi Doğalgaz,4
11834,,,,,,,Kombi Doğalgaz,2
11835,,,,,,,Kombi Doğalgaz,5
11836,,,,,,,Merkezi Doğalgaz,4
11838,,,,,,,Kombi Doğalgaz,3
11840,,,,,,,Sobalı,2
11841,,,,,,,Kombi Doğalgaz,5
11843,,,,,,,Kombi Doğalgaz,4
11844,,,,,,,Yerden Isıtma,2
11848,,,,,,,Kombi Doğalgaz,5
11850,,,,,,,Kombi Doğalgaz,6
11851,,,,,,,Kombi Doğalgaz,4
11853,,,,,,,Kombi Doğalgaz,2
11854,,,,,,,Kombi Doğalgaz,4
11857,,,,,,,Kombi Doğalgaz,7
11859,,,,,,,Kombi Doğalgaz,6
11861,,,,,,,Kombi Doğalgaz,7
11862,,,,,,,Kombi Doğalgaz,4
11863,,,,,,,Kombi Doğalgaz,7
11866,,,,,,,Kombi Doğalgaz,4
11867,,,,,,,Kombi Doğalgaz,3
11870,,,,,,,Kombi Doğalgaz,4
11871,,,,,,,Kombi Doğalgaz,5
11874,,,,,,,Kombi Doğalgaz,4
11876,,,,,,,Kombi Doğalgaz,5
11877,,,,,,,Kombi Doğalgaz,5
11878,,,,,,,Kombi Doğalgaz,5
11880,,,,,,,Merkezi Doğalgaz,7
11881,,,,,,,Kombi Doğalgaz,5
11882,,,,,,,Kombi Doğalgaz,4
11883,,,,,,,Kombi Doğalgaz,6
11884,,,,,,,Kombi Doğalgaz,7
11886,,,,,,,Kombi Doğalgaz,4
11889,,,,,,,Kombi Doğalgaz,5
11890,,,,,,,Merkezi Doğalgaz,4
11892,,,,,,,Kombi Doğalgaz,5
11893,,,,,,,Kombi Doğalgaz,5
11894,,,,,,,Kombi Doğalgaz,3
11895,,,,,,,Kombi Doğalgaz,5
11896,,,,,,,Kombi Doğalgaz,4
11898,,,,,,,Kombi Doğalgaz,5
11899,,,,,,,Kombi Doğalgaz,4
11900,,,,,,,Kombi Doğalgaz,5
11901,,,,,,,Kombi Doğalgaz,7
11903,,,,,,,Kombi Doğalgaz,4
11904,,,,,,,Kombi Doğalgaz,5
11906,,,,,,,Kombi Doğalgaz,5
11907,,,,,,,Kombi Doğalgaz,5
11910,,,,,,,Kombi Doğalgaz,5
11912,,,,,,,Kombi Doğalgaz,7
11913,,,,,,,Kombi Doğalgaz,4
11914,,,,,,,Kombi Doğalgaz,5
11915,,,,,,,Kombi Doğalgaz,5
11916,,,,,,,Kombi Doğalgaz,5
11917,,,,,,,Kombi Doğalgaz,4
11919,,,,,,,Kombi Doğalgaz,4
11921,,,,,,,Kombi Doğalgaz,5
11923,,,,,,,Kombi Doğalgaz,5
11924,,,,,,,Kombi Doğalgaz,4
11925,,,,,,,Kombi Doğalgaz,4
11930,,,,,,,Kombi Doğalgaz,5
11932,,,,,,,Kombi Doğalgaz,7
11933,,,,,,,Kombi Doğalgaz,5
11934,,,,,,,Kombi Doğalgaz,6
11935,,,,,,,Kombi Doğalgaz,5
11937,,,,,,,Kombi Doğalgaz,5
11938,,,,,,,Merkezi Doğalgaz,3
11940,,,,,,,Sobalı,2
11941,,,,,,,Sobalı,2
11942,,,,,,,Kombi Doğalgaz,7
11943,,,,,,,Kombi Doğalgaz,7
11945,,,,,,,Kombi Doğalgaz,4
11948,,,,,,,Merkezi Doğalgaz,4
11953,,,,,,,Kombi Doğalgaz,5
11955,,,,,,,Kombi Doğalgaz,5
11957,,,,,,,Kombi Doğalgaz,4
11958,,,,,,,Kombi Doğalgaz,5
11959,,,,,,,Kombi Doğalgaz,5
11960,,,,,,,Kombi Doğalgaz,5
11961,,,,,,,Kombi Doğalgaz,5
11963,,,,,,,Sobalı,2
11964,,,,,,,Kombi Doğalgaz,4
11965,,,,,,,Kombi Doğalgaz,5
11967,,,,,,,Kombi Doğalgaz,5
11968,,,,,,,Kombi Doğalgaz,4
11969,,,,,,,Kombi Doğalgaz,5
11970,,,,,,,Kombi Doğalgaz,3
11971,,,,,,,Kombi Doğalgaz,5
11972,,,,,,,Merkezi Doğalgaz,5
11973,,,,,,,Kombi Doğalgaz,5
11974,,,,,,,Kombi Doğalgaz,5
11975,,,,,,,Kombi Doğalgaz,4
11976,,,,,,,Kombi Doğalgaz,4
11977,,,,,,,Kombi Doğalgaz,6
11978,,,,,,,Kombi Doğalgaz,4
11981,,,,,,,Kombi Doğalgaz,4
11983,,,,,,,Kombi Doğalgaz,5
11984,,,,,,,Kombi Doğalgaz,7
11985,,,,,,,Kombi Doğalgaz,5
11986,,,,,,,Kombi Doğalgaz,6
11987,,,,,,,Kombi Doğalgaz,5
11989,,,,,,,Kombi Doğalgaz,4
11990,,,,,,,Kombi Doğalgaz,5
11991,,,,,,,Kombi Doğalgaz,5
11994,,,,,,,Kombi Doğalgaz,3
11996,,,,,,,Kombi Doğalgaz,4
11998,,,,,,,Kombi Doğalgaz,4
12000,,,,,,,Kombi Doğalgaz,4
12001,,,,,,,Kombi Doğalgaz,5
12003,,,,,,,Kombi Doğalgaz,4
12004,,,,,,,Kombi Doğalgaz,2
12005,,,,,,,Kombi Doğalgaz,5
12006,,,,,,,Kombi Doğalgaz,4
12007,,,,,,,Kombi Doğalgaz,5
12008,,,,,,,Merkezi Doğalgaz,5
12011,,,,,,,Kombi Doğalgaz,4
12015,,,,,,,Kombi Doğalgaz,5
12018,,,,,,,Kombi Doğalgaz,7
12019,,,,,,,Kombi Doğalgaz,4
12021,,,,,,,Kombi Doğalgaz,5
12024,,,,,,,Merkezi Doğalgaz,5
12025,,,,,,,Merkezi Doğalgaz,5
12026,,,,,,,Kombi Doğalgaz,5
12027,,,,,,,Kombi Doğalgaz,6
12028,,,,,,,Kombi Doğalgaz,3
12029,,,,,,,Kombi Doğalgaz,4
12034,,,,,,,Kombi Doğalgaz,5
12035,,,,,,,Kombi Doğalgaz,5
12036,,,,,,,Kombi Doğalgaz,5
12039,,,,,,,Kombi Doğalgaz,5
12040,,,,,,,Kombi Doğalgaz,5
12041,,,,,,,Kombi Doğalgaz,6
12042,,,,,,,Kombi Doğalgaz,3
12048,,,,,,,Merkezi Doğalgaz,5
12049,,,,,,,Kombi Doğalgaz,5
12052,,,,,,,Kombi Doğalgaz,4
12053,,,,,,,Kombi Doğalgaz,5
12054,,,,,,,Kombi Doğalgaz,2
12055,,,,,,,Kombi Doğalgaz,2
12056,,,,,,,Kombi Doğalgaz,2
12060,,,,,,,Kombi Doğalgaz,5
12062,,,,,,,Kombi Doğalgaz,7
12064,,,,,,,Kombi Doğalgaz,5
12066,,,,,,,Klimalı,3
12068,,,,,,,Kombi Doğalgaz,4
12070,,,,,,,Kombi Doğalgaz,4
12071,,,,,,,Kombi Doğalgaz,5
12073,,,,,,,Kombi Doğalgaz,7
12074,,,,,,,Kombi Doğalgaz,5
12075,,,,,,,Kombi Doğalgaz,7
12076,,,,,,,Kombi Doğalgaz,5
12079,,,,,,,Kombi Doğalgaz,7
12080,,,,,,,Kombi Doğalgaz,2
12081,,,,,,,Kombi Doğalgaz,5
12082,,,,,,,Kombi Doğalgaz,5
12083,,,,,,,Merkezi Doğalgaz,7
12084,,,,,,,Merkezi Doğalgaz,4
12085,,,,,,,Kombi Doğalgaz,5
12086,,,,,,,Kombi Doğalgaz,7
12089,,,,,,,Kombi Doğalgaz,5
12091,,,,,,,Merkezi Doğalgaz,4
12092,,,,,,,Kombi Doğalgaz,4
12094,,,,,,,Kombi Doğalgaz,4
12096,,,,,,,Merkezi Doğalgaz,5
12100,,,,,,,Merkezi Doğalgaz,6
12101,,,,,,,Kombi Doğalgaz,4
12105,,,,,,,Kombi Doğalgaz,2
12106,,,,,,,Kombi Doğalgaz,4
12107,,,,,,,Kombi Doğalgaz,7
12109,,,,,,,Kombi Doğalgaz,7
12114,,,,,,,Kombi Doğalgaz,4
12115,,,,,,,Kombi Doğalgaz,5
12116,,,,,,,Kombi Doğalgaz,7
12117,,,,,,,Merkezi Doğalgaz,7
12118,,,,,,,Kombi Doğalgaz,7
12122,,,,,,,Sobalı,2
12124,,,,,,,Kombi Doğalgaz,4
12125,,,,,,,Merkezi Doğalgaz,4
12126,,,,,,,Kombi Doğalgaz,7
12129,,,,,,,Kombi Doğalgaz,3
12132,,,,,,,Klimalı,2
12133,,,,,,,Kombi Doğalgaz,5
12135,,,,,,,Kombi Doğalgaz,5
12136,,,,,,,Kombi Doğalgaz,7
12137,,,,,,,Kombi Doğalgaz,5
12138,,,,,,,Kombi Doğalgaz,5
12140,,,,,,,Kombi Doğalgaz,5
12141,,,,,,,Kombi Doğalgaz,6
12142,,,,,,,Merkezi Doğalgaz,4
12143,,,,,,,Kombi Doğalgaz,6
12144,,,,,,,Kombi Doğalgaz,4
12148,,,,,,,Kombi Doğalgaz,7
12151,,,,,,,Kombi Doğalgaz,7
12152,,,,,,,Kombi Doğalgaz,7
12154,,,,,,,Kombi Doğalgaz,4
12157,,,,,,,Kombi Doğalgaz,4
12159,,,,,,,Merkezi Doğalgaz,6
12160,,,,,,,Kombi Doğalgaz,5
12161,,,,,,,Sobalı,4
12162,,,,,,,Merkezi Doğalgaz,7
12163,,,,,,,Kombi Doğalgaz,6
12164,,,,,,,Kombi Doğalgaz,6
12165,,,,,,,Kombi Doğalgaz,6
12166,,,,,,,Kombi Doğalgaz,4
12169,,,,,,,Merkezi Doğalgaz,5
12170,,,,,,,Kombi Doğalgaz,2
12171,,,,,,,Kombi Doğalgaz,6
12172,,,,,,,Kombi Doğalgaz,5
12173,,,,,,,Kombi Doğalgaz,7
12174,,,,,,,Kombi Doğalgaz,6
12175,,,,,,,Kombi Doğalgaz,4
12179,,,,,,,Kombi Doğalgaz,5
12180,,,,,,,Kombi Doğalgaz,7
12181,,,,,,,Kombi Doğalgaz,7
12182,,,,,,,Merkezi Doğalgaz,6
12183,,,,,,,Kombi Doğalgaz,6
12184,,,,,,,Kombi Doğalgaz,5
12185,,,,,,,Kombi Doğalgaz,7
12186,,,,,,,Kombi Doğalgaz,6
12187,,,,,,,Kombi Doğalgaz,5
12189,,,,,,,Kombi Doğalgaz,6
12190,,,,,,,Kombi Doğalgaz,5
12191,,,,,,,Kombi Doğalgaz,7
12193,,,,,,,Kombi Doğalgaz,5
12194,,,,,,,Kombi Doğalgaz,5
12195,,,,,,,Kombi Doğalgaz,4
12196,,,,,,,Kombi Doğalgaz,5
12197,,,,,,,Kombi Doğalgaz,5
12198,,,,,,,Kombi Doğalgaz,4
12199,,,,,,,Kombi Doğalgaz,3
12200,,,,,,,Yerden Isıtma,3
12201,,,,,,,Merkezi Doğalgaz,4
12202,,,,,,,Merkezi Doğalgaz,3
12203,,,,,,,Yerden Isıtma,3
12204,,,,,,,Sobalı,2
12205,,,,,,,Kombi Doğalgaz,3
12209,,,,,,,Kombi Doğalgaz,3
12211,,,,,,,Kombi Doğalgaz,3
12213,,,,,,,Kombi Doğalgaz,2
12214,,,,,,,Kombi Doğalgaz,3
12215,,,,,,,Merkezi Doğalgaz,4
12216,,,,,,,Kombi Doğalgaz,3
12217,,,,,,,Merkezi Doğalgaz,4
12219,,,,,,,Merkezi Doğalgaz,4
12221,,,,,,,Kombi Doğalgaz,2
12222,,,,,,,Sobalı,2
12223,,,,,,,Kombi Doğalgaz,4
12224,,,,,,,Kombi Doğalgaz,2
12225,,,,,,,Kombi Doğalgaz,3
12226,,,,,,,Kombi Doğalgaz,3
12227,,,,,,,Kombi Doğalgaz,2
12228,,,,,,,Kombi Doğalgaz,5
12229,,,,,,,Merkezi Doğalgaz,6
12230,,,,,,,Merkezi Doğalgaz,5
12231,,,,,,,Kombi Doğalgaz,3
12233,,,,,,,Kombi Doğalgaz,3
12235,,,,,,,Kombi Doğalgaz,7
12236,,,,,,,Kombi Doğalgaz,2
12237,,,,,,,Merkezi Doğalgaz,7
12238,,,,,,,Kombi Doğalgaz,4
12239,,,,,,,Kombi Doğalgaz,7
12240,,,,,,,Kombi Doğalgaz,3
12241,,,,,,,Merkezi Doğalgaz,7
12242,,,,,,,Kombi Doğalgaz,6
12243,,,,,,,Merkezi Doğalgaz,7
12244,,,,,,,Merkezi Doğalgaz,7
12246,,,,,,,Kombi Doğalgaz,4
12247,,,,,,,Kombi Doğalgaz,4
12249,,,,,,,Merkezi Doğalgaz,7
12250,,,,,,,Kombi Doğalgaz,5
12251,,,,,,,Yerden Isıtma,7
12252,,,,,,,Merkezi Doğalgaz,6
12253,,,,,,,Merkezi Doğalgaz,5
12254,,,,,,,Merkezi Doğalgaz,7
12255,,,,,,,Merkezi Doğalgaz,7
12256,,,,,,,Merkezi Doğalgaz,7
12257,,,,,,,Kombi Doğalgaz,5
12258,,,,,,,Kombi Doğalgaz,4
12259,,,,,,,Merkezi Doğalgaz,7
12260,,,,,,,Kombi Doğalgaz,3
12261,,,,,,,Merkezi Doğalgaz,5
12262,,,,,,,Merkezi Doğalgaz,5
12263,,,,,,,Kombi Doğalgaz,5
12265,,,,,,,Kombi Doğalgaz,2
12266,,,,,,,Merkezi Doğalgaz,6
12267,,,,,,,Kombi Doğalgaz,6
12268,,,,,,,Kombi Doğalgaz,7
12269,,,,,,,Kombi Doğalgaz,4
12270,,,,,,,Kombi Doğalgaz,2
12271,,,,,,,Kombi Doğalgaz,2
12272,,,,,,,Kombi Doğalgaz,4
12274,,,,,,,Kombi Doğalgaz,5
12275,,,,,,,Kombi Doğalgaz,6
12278,,,,,,,Kombi Doğalgaz,7
12279,,,,,,,Kombi Doğalgaz,4
12280,,,,,,,Merkezi Doğalgaz,7
12281,,,,,,,Merkezi Doğalgaz,5
12282,,,,,,,Merkezi Doğalgaz,7
12283,,,,,,,Kombi Doğalgaz,3
12284,,,,,,,Merkezi Doğalgaz,7
12286,,,,,,,Kombi Doğalgaz,4
12287,,,,,,,Merkezi Doğalgaz,5
12288,,,,,,,Merkezi Doğalgaz,5
12289,,,,,,,Kombi Doğalgaz,6
12290,,,,,,,Merkezi Doğalgaz,7
12291,,,,,,,Kombi Doğalgaz,4
12292,,,,,,,Merkezi Doğalgaz,7
12293,,,,,,,Merkezi Doğalgaz,6
12294,,,,,,,Merkezi Doğalgaz,7
12295,,,,,,,Merkezi Doğalgaz,7
12296,,,,,,,Sobalı,3
12297,,,,,,,Merkezi Doğalgaz,7
12298,,,,,,,Kombi Doğalgaz,4
12300,,,,,,,Merkezi Doğalgaz,7
12301,,,,,,,Kombi Doğalgaz,6
12303,,,,,,,Merkezi Doğalgaz,7
12306,,,,,,,Kombi Doğalgaz,2
12308,,,,,,,Kombi Doğalgaz,2
12309,,,,,,,Merkezi Doğalgaz,2
12310,,,,,,,Kombi Doğalgaz,2
12311,,,,,,,Kombi Doğalgaz,5
12312,,,,,,,Kombi Doğalgaz,4
12313,,,,,,,Kombi Doğalgaz,2
12314,,,,,,,Merkezi Doğalgaz,4
12315,,,,,,,Merkezi Doğalgaz,7
12318,,,,,,,Merkezi Doğalgaz,6
12319,,,,,,,Kombi Doğalgaz,2
12320,,,,,,,Kombi Doğalgaz,5
12321,,,,,,,Merkezi Doğalgaz,6
12322,,,,,,,Merkezi Doğalgaz,7
12323,,,,,,,Kombi Doğalgaz,5
12324,,,,,,,Kombi Doğalgaz,4
12325,,,,,,,Merkezi Doğalgaz,7
12326,,,,,,,Kombi Doğalgaz,7
12327,,,,,,,Kombi Doğalgaz,4
12328,,,,,,,Merkezi Doğalgaz,5
12329,,,,,,,Kombi Doğalgaz,5
12330,,,,,,,Kombi Doğalgaz,2
12331,,,,,,,Kombi Doğalgaz,5
12332,,,,,,,Kombi Doğalgaz,4
12333,,,,,,,Kombi Doğalgaz,2
12334,,,,,,,Merkezi Doğalgaz,6
12336,,,,,,,Merkezi Doğalgaz,7
12337,,,,,,,Merkezi Doğalgaz,2
12338,,,,,,,Kombi Doğalgaz,2
12339,,,,,,,Kombi Doğalgaz,4
12340,,,,,,,Merkezi Doğalgaz,5
12341,,,,,,,Kombi Doğalgaz,2
12342,,,,,,,Kombi Doğalgaz,3
12343,,,,,,,Kombi Doğalgaz,2
12344,,,,,,,Kombi Doğalgaz,2
12345,,,,,,,Kombi Doğalgaz,4
12346,,,,,,,Merkezi Doğalgaz,7
12347,,,,,,,Kombi Doğalgaz,2
12348,,,,,,,Kombi Doğalgaz,2
12349,,,,,,,Kombi Doğalgaz,3
12350,,,,,,,Merkezi Doğalgaz,5
12351,,,,,,,Kombi Doğalgaz,2
12353,,,,,,,Kombi Doğalgaz,7
12354,,,,,,,Kombi Doğalgaz,3
12355,,,,,,,Kombi Doğalgaz,4
12356,,,,,,,Merkezi Doğalgaz,7
12357,,,,,,,Kombi Doğalgaz,3
12358,,,,,,,Kombi Doğalgaz,3
12359,,,,,,,Kombi Doğalgaz,3
12360,,,,,,,Kombi Doğalgaz,3
12361,,,,,,,Kombi Doğalgaz,3
12362,,,,,,,Kombi Doğalgaz,2
12363,,,,,,,Kombi Doğalgaz,4
12364,,,,,,,Kombi Doğalgaz,4
12365,,,,,,,Sobalı,2
12366,,,,,,,Yerden Isıtma,4
12367,,,,,,,Kombi Doğalgaz,3
12368,,,,,,,Kombi Doğalgaz,3
12369,,,,,,,Kombi Doğalgaz,3
12370,,,,,,,Kombi Doğalgaz,3
12371,,,,,,,Yerden Isıtma,3
12372,,,,,,,Yerden Isıtma,3
12373,,,,,,,Kombi Doğalgaz,3
12374,,,,,,,Yerden Isıtma,4
12375,,,,,,,Kombi Doğalgaz,4
12376,,,,,,,Yerden Isıtma,3
12377,,,,,,,Kombi Doğalgaz,3
12378,,,,,,,Yerden Isıtma,3
12379,,,,,,,Yerden Isıtma,3
12380,,,,,,,Kombi Doğalgaz,3
12381,,,,,,,Kombi Doğalgaz,3
12382,,,,,,,Kombi Doğalgaz,3
12383,,,,,,,Kombi Doğalgaz,3
12384,,,,,,,Kombi Doğalgaz,3
12385,,,,,,,Kombi Doğalgaz,3
12386,,,,,,,Kombi Doğalgaz,4
12387,,,,,,,Yerden Isıtma,4
12388,,,,,,,Yerden Isıtma,4
12389,,,,,,,Kombi Doğalgaz,5
12392,,,,,,,Yerden Isıtma,4
12393,,,,,,,Kombi Doğalgaz,3
12394,,,,,,,Kombi Doğalgaz,2
12395,,,,,,,Yerden Isıtma,3
12396,,,,,,,Kombi Doğalgaz,3
12397,,,,,,,Yerden Isıtma,3
12398,,,,,,,Kombi Doğalgaz,3
12399,,,,,,,Kombi Doğalgaz,3
12400,,,,,,,Kombi Doğalgaz,3
12401,,,,,,,Kombi Doğalgaz,3
12402,,,,,,,Kombi Doğalgaz,3
12403,,,,,,,Kombi Doğalgaz,2
12404,,,,,,,Yerden Isıtma,3
12405,,,,,,,Kombi Doğalgaz,4
12406,,,,,,,Yerden Isıtma,3
12407,,,,,,,Yerden Isıtma,3
12408,,,,,,,Yerden Isıtma,2
12409,,,,,,,Yerden Isıtma,3
12410,,,,,,,Yerden Isıtma,3
12411,,,,,,,Kombi Doğalgaz,3
12412,,,,,,,Merkezi Doğalgaz,3
12413,,,,,,,Kombi Doğalgaz,3
12414,,,,,,,Kombi Doğalgaz,4
12415,,,,,,,Kombi Doğalgaz,4
12416,,,,,,,Kombi Doğalgaz,3
12417,,,,,,,Yerden Isıtma,7
12418,,,,,,,Kombi Doğalgaz,3
12420,,,,,,,Yerden Isıtma,4
12421,,,,,,,Merkezi Doğalgaz,5
12422,,,,,,,Kombi Doğalgaz,3
12423,,,,,,,Kombi Doğalgaz,3
12424,,,,,,,Yerden Isıtma,3
12425,,,,,,,Kombi Doğalgaz,3
12426,,,,,,,Kombi Doğalgaz,3
12427,,,,,,,Kombi Doğalgaz,4
12428,,,,,,,Yerden Isıtma,3
12429,,,,,,,Kombi Doğalgaz,4
12430,,,,,,,Yerden Isıtma,3
12431,,,,,,,Yerden Isıtma,3
12432,,,,,,,Kombi Doğalgaz,3
12433,,,,,,,Kombi Doğalgaz,3
12434,,,,,,,Yerden Isıtma,2
12435,,,,,,,Yerden Isıtma,4
12436,,,,,,,Yerden Isıtma,3
12437,,,,,,,Kombi Doğalgaz,3
12438,,,,,,,Yerden Isıtma,4
12439,,,,,,,Merkezi Doğalgaz,4
12440,,,,,,,Merkezi Doğalgaz,4
12441,,,,,,,Kombi Doğalgaz,2
12442,,,,,,,Kombi Doğalgaz,3
12443,,,,,,,Kombi Doğalgaz,4
12444,,,,,,,Kombi Doğalgaz,3
12445,,,,,,,Yerden Isıtma,4
12446,,,,,,,Yerden Isıtma,3
12447,,,,,,,Kombi Doğalgaz,3
12448,,,,,,,Kombi Doğalgaz,3
12449,,,,,,,Kombi Doğalgaz,3
12450,,,,,,,Kombi Doğalgaz,3
12451,,,,,,,Kombi Doğalgaz,3
12452,,,,,,,Yerden Isıtma,3
12453,,,,,,,Yerden Isıtma,3
12454,,,,,,,Yerden Isıtma,4
12455,,,,,,,Yerden Isıtma,4
12456,,,,,,,Yerden Isıtma,3
12457,,,,,,,Yerden Isıtma,4
12458,,,,,,,Kombi Doğalgaz,3
12459,,,,,,,Kombi Doğalgaz,4
12460,,,,,,,Merkezi Doğalgaz,7
12461,,,,,,,Kombi Doğalgaz,3
12462,,,,,,,Yerden Isıtma,3
12463,,,,,,,Kombi Doğalgaz,3
12464,,,,,,,Yerden Isıtma,4
12465,,,,,,,Kombi Doğalgaz,3
12466,,,,,,,Kombi Doğalgaz,3
12467,,,,,,,Merkezi Doğalgaz,6
12468,,,,,,,Kombi Doğalgaz,3
12469,,,,,,,Kombi Doğalgaz,3
12470,,,,,,,Yerden Isıtma,3
12471,,,,,,,Kombi Doğalgaz,4
12472,,,,,,,Kombi Doğalgaz,4
12473,,,,,,,Kombi Doğalgaz,3
12474,,,,,,,Kombi Doğalgaz,4
12475,,,,,,,Kombi Doğalgaz,3
12476,,,,,,,Yerden Isıtma,3
12477,,,,,,,Kombi Doğalgaz,4
12478,,,,,,,Kombi Doğalgaz,4
12479,,,,,,,Kombi Doğalgaz,2
12480,,,,,,,Kombi Doğalgaz,3
12481,,,,,,,Kombi Doğalgaz,2
12482,,,,,,,Kombi Doğalgaz,2
12483,,,,,,,Yerden Isıtma,3
12484,,,,,,,Kombi Doğalgaz,3
12485,,,,,,,Yerden Isıtma,6
