,fiyat,sehir,metrekare,Bulunduğu Kat,Oda Sayısı,Bina Yaş,Isıtma Tipi,Binanın Kat Sayısı
12486,,,,,,,Kombi Doğalgaz,2
12487,,,,,,,Merkezi Doğalgaz,7
12488,,,,,,,Kombi Doğalgaz,4
12490,,,,,,,Merkezi Doğalgaz,7
12491,,,,,,,Kombi Doğalgaz,3
12492,,,,,,,Kombi Doğalgaz,2
12493,,,,,,,Yerden Isıtma,3
12494,,,,,,,Kombi Doğalgaz,3
12497,,,,,,,Kombi Doğalgaz,3
12498,,,,,,,Kombi Doğalgaz,7
12499,,,,,,,Kombi Doğalgaz,4
12500,,,,,,,Kombi Doğalgaz,3
12501,,,,,,,Kombi Doğalgaz,4
12503,,,,,,,Kombi Doğalgaz,3
12504,,,,,,,Kombi Doğalgaz,3
12505,,,,,,,Merkezi Doğalgaz,3
12506,,,,,,,Kombi Doğalgaz,3
12508,,,,,,,Kombi Doğalgaz,3
12509,,,,,,,Kombi Doğalgaz,3
12510,,,,,,,Yerden Isıtma,3
12511,,,,,,,Kombi Doğalgaz,4
12513,,,,,,,Kombi Doğalgaz,3
12514,,,,,,,Kombi Doğalgaz,3
12515,,,,,,,Kombi Doğalgaz,3
12516,,,,,,,Kombi Doğalgaz,3
12517,,,,,,,Kombi Doğalgaz,3
12518,,,,,,,Kombi Doğalgaz,3
12520,,,,,,,Yerden Isıtma,3
12521,,,,,,,Sobalı,2
12522,,,,,,,Sobalı,2
12523,,,,,,,Kombi Doğalgaz,7
12524,,,,,,,Merkezi Doğalgaz,5
12525,,,,,,,Merkezi Doğalgaz,7
12526,,,,,,,Kombi Doğalgaz,3
12527,,,,,,,Kombi Doğalgaz,3
12528,,,,,,,Kombi Doğalgaz,3
12530,,,,,,,Kombi Doğalgaz,7
12532,,,,,,,Kombi Doğalgaz,3
12533,,,,,,,Kombi Doğalgaz,3
12534,,,,,,,Yerden Isıtma,3
12535,,,,,,,Kombi Doğalgaz,3
12536,,,,,,,Sobalı,2
12537,,,,,,,Kombi Doğalgaz,5
12538,,,,,,,Kombi Doğalgaz,3
12539,,,,,,,Kombi Doğalgaz,3
12540,,,,,,,Yerden Isıtma,3
12541,,,,,,,Kombi Doğalgaz,2
12542,,,,,,,Kombi Doğalgaz,2
12543,,,,,,,Kombi Doğalgaz,3
12544,,,,,,,Kombi Doğalgaz,4
12545,,,,,,,Kombi Doğalgaz,3
12546,,,,,,,Yerden Isıtma,3
12547,,,,,,,Kombi Doğalgaz,3
12548,,,,,,,Kombi Doğalgaz,3
12549,,,,,,,Kombi Doğalgaz,5
12550,,,,,,,Kombi Doğalgaz,3
12551,,,,,,,Kombi Doğalgaz,3
12552,,,,,,,Kombi Doğalgaz,3
12553,,,,,,,Kombi Doğalgaz,3
12554,,,,,,,Kombi Doğalgaz,3
12555,,,,,,,Kombi Doğalgaz,4
12556,,,,,,,Kombi Doğalgaz,4
12557,,,,,,,Kombi Doğalgaz,3
12558,,,,,,,Kombi Doğalgaz,3
12559,,,,,,,Yerden Isıtma,3
12560,,,,,,,Kombi Doğalgaz,3
12561,,,,,,,Kombi Doğalgaz,4
12562,,,,,,,Kombi Doğalgaz,3
12563,,,,,,,Kombi Doğalgaz,3
12564,,,,,,,Kombi Doğalgaz,3
12565,,,,,,,Kombi Doğalgaz,3
12566,,,,,,,Kombi Doğalgaz,3
12567,,,,,,,Kombi Doğalgaz,3
12568,,,,,,,Kombi Doğalgaz,3
12569,,,,,,,Yerden Isıtma,2
12570,,,,,,,Kombi Doğalgaz,3
12571,,,,,,,Kombi Doğalgaz,3
12572,,,,,,,Yerden Isıtma,2
12573,,,,,,,Yerden Isıtma,2
12574,,,,,,,Yerden Isıtma,2
12575,,,,,,,Yerden Isıtma,2
12576,,,,,,,Sobalı,2
12577,,,,,,,Merkezi Doğalgaz,5
12578,,,,,,,Kombi Doğalgaz,3
12579,,,,,,,Yerden Isıtma,3
12580,,,,,,,Merkezi Doğalgaz,6
12581,,,,,,,Yerden Isıtma,3
12582,,,,,,,Kombi Doğalgaz,4
12583,,,,,,,Kombi Doğalgaz,3
12584,,,,,,,Kombi Doğalgaz,4
12585,,,,,,,Kombi Doğalgaz,4
12586,,,,,,,Kombi Doğalgaz,3
12587,,,,,,,Kombi Doğalgaz,2
12588,,,,,,,Kombi Doğalgaz,4
12592,,,,,,,Sobalı,2
12593,,,,,,,Kombi Doğalgaz,4
12594,,,,,,,Kombi Doğalgaz,4
12595,,,,,,,Kombi Doğalgaz,3
12597,,,,,,,Kombi Doğalgaz,4
12598,,,,,,,Kombi Doğalgaz,3
12599,,,,,,,Kombi Doğalgaz,2
12601,,,,,,,Kombi Doğalgaz,3
12602,,,,,,,Kombi Doğalgaz,4
12603,,,,,,,Kombi Doğalgaz,3
12604,,,,,,,Kombi Doğalgaz,3
12605,,,,,,,Kombi Doğalgaz,2
12606,,,,,,,Merkezi Doğalgaz,7
12607,,,,,,,Kombi Doğalgaz,5
12608,,,,,,,Kombi Doğalgaz,3
12609,,,,,,,Kombi Doğalgaz,3
12610,,,,,,,Kombi Doğalgaz,4
12611,,,,,,,Kombi Doğalgaz,3
12612,,,,,,,Kombi Doğalgaz,3
12613,,,,,,,Kombi Doğalgaz,3
12614,,,,,,,Yerden Isıtma,3
12615,,,,,,,Kombi Doğalgaz,3
12616,,,,,,,Kombi Doğalgaz,3
12617,,,,,,,Yerden Isıtma,3
12618,,,,,,,Kombi Doğalgaz,4
12619,,,,,,,Kombi Doğalgaz,4
12620,,,,,,,Kombi Doğalgaz,3
12621,,,,,,,Yerden Isıtma,3
12622,,,,,,,Kombi Doğalgaz,3
12623,,,,,,,Kombi Doğalgaz,3
12625,,,,,,,Yerden Isıtma,4
12626,,,,,,,Kombi Doğalgaz,4
12627,,,,,,,Kombi Doğalgaz,3
12628,,,,,,,Yerden Isıtma,3
12629,,,,,,,Yerden Isıtma,3
12630,,,,,,,Kombi Doğalgaz,3
12631,,,,,,,Yerden Isıtma,3
12632,,,,,,,Yerden Isıtma,3
12633,,,,,,,Yerden Isıtma,3
12634,,,,,,,Yerden Isıtma,3
12635,,,,,,,Kombi Doğalgaz,3
12636,,,,,,,Yerden Isıtma,4
12637,,,,,,,Yerden Isıtma,4
12638,,,,,,,Kombi Doğalgaz,4
12639,,,,,,,Kombi Doğalgaz,4
12640,,,,,,,Kombi Doğalgaz,3
12641,,,,,,,Yerden Isıtma,3
12642,,,,,,,Kombi Doğalgaz,4
12643,,,,,,,Kombi Doğalgaz,3
12644,,,,,,,Kombi Doğalgaz,3
12645,,,,,,,Kombi Doğalgaz,2
12646,,,,,,,Kombi Doğalgaz,3
12647,,,,,,,Kombi Doğalgaz,3
12648,,,,,,,Kombi Doğalgaz,4
12649,,,,,,,Yerden Isıtma,3
12650,,,,,,,Kombi Doğalgaz,3
12651,,,,,,,Kombi Doğalgaz,3
12652,,,,,,,Kombi Doğalgaz,3
12653,,,,,,,Yerden Isıtma,3
12654,,,,,,,Kombi Doğalgaz,3
12655,,,,,,,Kombi Doğalgaz,3
12656,,,,,,,Kombi Doğalgaz,3
12657,,,,,,,Kombi Doğalgaz,3
12658,,,,,,,Kombi Doğalgaz,4
12659,,,,,,,Kombi Doğalgaz,4
12660,,,,,,,Kombi Doğalgaz,4
12661,,,,,,,Kombi Doğalgaz,4
12662,,,,,,,Kombi Doğalgaz,3
12663,,,,,,,Kombi Doğalgaz,3
12664,,,,,,,Kombi Doğalgaz,3
12665,,,,,,,Kombi Doğalgaz,3
12666,,,,,,,Kombi Doğalgaz,3
12668,,,,,,,Yerden Isıtma,3
12669,,,,,,,Kombi Doğalgaz,3
12670,,,,,,,Kombi Doğalgaz,4
12671,,,,,,,Kombi Doğalgaz,3
12672,,,,,,,Kombi Doğalgaz,3
12673,,,,,,,Kombi Doğalgaz,3
12674,,,,,,,Kombi Doğalgaz,3
12675,,,,,,,Kombi Doğalgaz,4
12676,,,,,,,Kombi Doğalgaz,3
12677,,,,,,,Kombi Doğalgaz,3
12678,,,,,,,Kombi Doğalgaz,4
12679,,,,,,,Yerden Isıtma,3
12680,,,,,,,Kombi Doğalgaz,3
12682,,,,,,,Yerden Isıtma,4
12683,,,,,,,Kombi Doğalgaz,3
12685,,,,,,,Kombi Doğalgaz,3
12686,,,,,,,Kombi Doğalgaz,3
12687,,,,,,,Kombi Doğalgaz,3
12688,,,,,,,Kombi Doğalgaz,3
12689,,,,,,,Kombi Doğalgaz,4
12690,,,,,,,Kombi Doğalgaz,2
12691,,,,,,,Kombi Doğalgaz,3
12692,,,,,,,Yerden Isıtma,3
12693,,,,,,,Yerden Isıtma,3
12694,,,,,,,Kombi Doğalgaz,3
12695,,,,,,,Yerden Isıtma,3
12696,,,,,,,Kombi Doğalgaz,3
12697,,,,,,,Kombi Doğalgaz,3
12698,,,,,,,Kombi Doğalgaz,3
12699,,,,,,,Kombi Doğalgaz,3
12700,,,,,,,Yerden Isıtma,3
12701,,,,,,,Kombi Doğalgaz,3
12702,,,,,,,Kombi Doğalgaz,3
12703,,,,,,,Kombi Doğalgaz,2
12704,,,,,,,Yerden Isıtma,3
12705,,,,,,,Kombi Doğalgaz,3
12706,,,,,,,Yerden Isıtma,3
12707,,,,,,,Yerden Isıtma,3
12708,,,,,,,Yerden Isıtma,3
12709,,,,,,,Yerden Isıtma,4
12710,,,,,,,Yerden Isıtma,3
12711,,,,,,,Kombi Doğalgaz,3
12712,,,,,,,Kombi Doğalgaz,3
12713,,,,,,,Kombi Doğalgaz,3
12714,,,,,,,Kombi Doğalgaz,3
12715,,,,,,,Kombi Doğalgaz,3
12716,,,,,,,Kombi Doğalgaz,3
12717,,,,,,,Kombi Doğalgaz,3
12718,,,,,,,Kombi Doğalgaz,3
12719,,,,,,,Kombi Doğalgaz,3
12720,,,,,,,Kombi Doğalgaz,3
12721,,,,,,,Kombi Doğalgaz,3
12722,,,,,,,Yerden Isıtma,3
12723,,,,,,,Kombi Doğalgaz,4
12724,,,,,,,Kombi Doğalgaz,4
12725,,,,,,,Yerden Isıtma,3
12726,,,,,,,Kombi Doğalgaz,4
12727,,,,,,,Yerden Isıtma,3
12728,,,,,,,Kombi Doğalgaz,3
12729,,,,,,,Kombi Doğalgaz,3
12730,,,,,,,Merkezi Doğalgaz,7
12731,,,,,,,Kombi Doğalgaz,4
12732,,,,,,,Kombi Doğalgaz,3
12733,,,,,,,Kombi Doğalgaz,3
12734,,,,,,,Kombi Doğalgaz,3
12735,,,,,,,Sobalı,2
12736,,,,,,,Kombi Doğalgaz,4
12737,,,,,,,Kombi Doğalgaz,4
12738,,,,,,,Kombi Doğalgaz,3
12739,,,,,,,Kombi Doğalgaz,3
12740,,,,,,,Yerden Isıtma,3
12741,,,,,,,Yerden Isıtma,3
12742,,,,,,,Kombi Doğalgaz,4
12743,,,,,,,Merkezi Doğalgaz,4
12744,,,,,,,Kombi Doğalgaz,3
12745,,,,,,,Kombi Doğalgaz,3
12746,,,,,,,Kombi Doğalgaz,3
12747,,,,,,,Kombi Doğalgaz,4
12748,,,,,,,Kombi Doğalgaz,3
12749,,,,,,,Kombi Doğalgaz,3
12750,,,,,,,Kombi Doğalgaz,3
12751,,,,,,,Kombi Doğalgaz,3
12752,,,,,,,Yerden Isıtma,3
12753,,,,,,,Yerden Isıtma,4
12754,,,,,,,Kombi Doğalgaz,3
12755,,,,,,,Kombi Doğalgaz,3
12756,,,,,,,Kombi Doğalgaz,3
12757,,,,,,,Kombi Doğalgaz,3
12759,,,,,,,Kombi Doğalgaz,3
12760,,,,,,,Kombi Doğalgaz,3
12762,,,,,,,Kombi Doğalgaz,2
12763,,,,,,,Kombi Doğalgaz,4
12764,,,,,,,Kombi Doğalgaz,3
12765,,,,,,,Yerden Isıtma,3
12766,,,,,,,Kombi Doğalgaz,3
12767,,,,,,,Kombi Doğalgaz,7
12768,,,,,,,Yerden Isıtma,2
12769,,,,,,,Kombi Doğalgaz,3
12770,,,,,,,Kombi Doğalgaz,3
12771,,,,,,,Kombi Doğalgaz,3
12772,,,,,,,Kombi Doğalgaz,3
12773,,,,,,,Kombi Doğalgaz,4
12774,,,,,,,Kombi Doğalgaz,3
12775,,,,,,,Yerden Isıtma,3
12776,,,,,,,Kombi Doğalgaz,3
12777,,,,,,,Kombi Doğalgaz,4
12778,,,,,,,Yerden Isıtma,3
12779,,,,,,,Kombi Doğalgaz,3
12780,,,,,,,Yerden Isıtma,3
12781,,,,,,,Kombi Doğalgaz,3
12782,,,,,,,Kombi Doğalgaz,3
12783,,,,,,,Kombi Doğalgaz,3
12784,,,,,,,Yerden Isıtma,3
12785,,,,,,,Kombi Doğalgaz,3
12786,,,,,,,Kombi Doğalgaz,3
12787,,,,,,,Yerden Isıtma,3
12788,,,,,,,Kombi Doğalgaz,3
12789,,,,,,,Yerden Isıtma,3
12790,,,,,,,Kombi Doğalgaz,3
12791,,,,,,,Kombi Doğalgaz,3
12792,,,,,,,Kombi Doğalgaz,3
12793,,,,,,,Kombi Doğalgaz,3
12794,,,,,,,Kombi Doğalgaz,3
12795,,,,,,,Merkezi Doğalgaz,4
12796,,,,,,,Kombi Doğalgaz,2
12797,,,,,,,Kombi Doğalgaz,3
12798,,,,,,,Kombi Doğalgaz,3
12799,,,,,,,Kombi Doğalgaz,3
12800,,,,,,,Kombi Doğalgaz,3
12801,,,,,,,Kombi Doğalgaz,4
12802,,,,,,,Kombi Doğalgaz,3
12803,,,,,,,Kombi Doğalgaz,2
12804,,,,,,,Kombi Doğalgaz,3
12805,,,,,,,Kombi Doğalgaz,3
12806,,,,,,,Kombi Doğalgaz,4
12807,,,,,,,Kombi Doğalgaz,3
12808,,,,,,,Kombi Doğalgaz,4
12809,,,,,,,Merkezi Doğalgaz,7
12810,,,,,,,Kombi Doğalgaz,3
12811,,,,,,,Kombi Doğalgaz,3
12812,,,,,,,Kombi Doğalgaz,4
12813,,,,,,,Kombi Doğalgaz,3
12814,,,,,,,Kombi Doğalgaz,3
12815,,,,,,,Kombi Doğalgaz,3
12816,,,,,,,Kombi Doğalgaz,3
12817,,,,,,,Kombi Doğalgaz,3
12818,,,,,,,Yerden Isıtma,3
12819,,,,,,,Kombi Doğalgaz,3
12820,,,,,,,Kombi Doğalgaz,3
12822,,,,,,,Yerden Isıtma,3
12823,,,,,,,Kombi Doğalgaz,3
12824,,,,,,,Kombi Doğalgaz,4
12825,,,,,,,Kombi Doğalgaz,4
12826,,,,,,,Kombi Doğalgaz,3
12827,,,,,,,Yerden Isıtma,3
12828,,,,,,,Merkezi Doğalgaz,5
12829,,,,,,,Kombi Doğalgaz,3
12830,,,,,,,Kombi Doğalgaz,2
12831,,,,,,,Kombi Doğalgaz,3
12832,,,,,,,Kombi Doğalgaz,3
12833,,,,,,,Kombi Doğalgaz,3
12834,,,,,,,Kombi Doğalgaz,3
12835,,,,,,,Kombi Doğalgaz,4
12836,,,,,,,Kombi Doğalgaz,4
12837,,,,,,,Merkezi Doğalgaz,7
12838,,,,,,,Kombi Doğalgaz,3
12839,,,,,,,Kombi Doğalgaz,4
12840,,,,,,,Yerden Isıtma,3
12841,,,,,,,Yerden Isıtma,3
12842,,,,,,,Kombi Doğalgaz,3
12844,,,,,,,Kombi Doğalgaz,4
12845,,,,,,,Kombi Doğalgaz,4
12846,,,,,,,Kombi Doğalgaz,4
12847,,,,,,,Yerden Isıtma,3
12848,,,,,,,Kombi Doğalgaz,3
12849,,,,,,,Kombi Doğalgaz,3
12850,,,,,,,Kombi Doğalgaz,3
12851,,,,,,,Kombi Doğalgaz,4
12852,,,,,,,Kombi Doğalgaz,3
12853,,,,,,,Yerden Isıtma,3
12854,,,,,,,Kombi Doğalgaz,2
12855,,,,,,,Kombi Doğalgaz,3
12856,,,,,,,Kombi Doğalgaz,3
12857,,,,,,,Yerden Isıtma,3
12858,,,,,,,Kombi Doğalgaz,3
12859,,,,,,,Kombi Doğalgaz,3
12860,,,,,,,Kombi Doğalgaz,3
12862,,,,,,,Kombi Doğalgaz,3
12863,,,,,,,Yerden Isıtma,3
12864,,,,,,,Kombi Doğalgaz,3
12865,,,,,,,Kombi Doğalgaz,3
12866,,,,,,,Kombi Doğalgaz,3
12868,,,,,,,Kombi Doğalgaz,2
12869,,,,,,,Kombi Doğalgaz,4
12870,,,,,,,Kombi Doğalgaz,4
12871,,,,,,,Kombi Doğalgaz,3
12872,,,,,,,Kombi Doğalgaz,3
12873,,,,,,,Kombi Doğalgaz,3
12874,,,,,,,Kombi Doğalgaz,4
12875,,,,,,,Kombi Doğalgaz,3
12876,,,,,,,Yerden Isıtma,3
12877,,,,,,,Yerden Isıtma,3
12878,,,,,,,Kombi Doğalgaz,3
12879,,,,,,,Kombi Doğalgaz,3
12880,,,,,,,Kombi Doğalgaz,3
12881,,,,,,,Kombi Doğalgaz,4
12882,,,,,,,Kombi Doğalgaz,3
12883,,,,,,,Kombi Doğalgaz,3
12884,,,,,,,Kombi Doğalgaz,3
12885,,,,,,,Kombi Doğalgaz,3
12886,,,,,,,Yerden Isıtma,3
12887,,,,,,,Yerden Isıtma,3
12888,,,,,,,Kombi Doğalgaz,3
12889,,,,,,,Kombi Doğalgaz,3
12890,,,,,,,Yerden Isıtma,3
12891,,,,,,,Yerden Isıtma,3
12892,,,,,,,Yerden Isıtma,3
12893,,,,,,,Yerden Isıtma,3
12894,,,,,,,Kombi Doğalgaz,3
12895,,,,,,,Yerden Isıtma,3
12896,,,,,,,Kombi Doğalgaz,2
12897,,,,,,,Kombi Doğalgaz,3
12898,,,,,,,Kombi Doğalgaz,3
12899,,,,,,,Kombi Doğalgaz,3
12900,,,,,,,Yerden Isıtma,3
12901,,,,,,,Kombi Doğalgaz,3
12902,,,,,,,Kombi Doğalgaz,4
12903,,,,,,,Kombi Doğalgaz,3
12904,,,,,,,Kombi Doğalgaz,3
12905,,,,,,,Kombi Doğalgaz,5
12906,,,,,,,Kombi Doğalgaz,3
12907,,,,,,,Kombi Doğalgaz,3
12908,,,,,,,Kombi Doğalgaz,3
12909,,,,,,,Kombi Doğalgaz,3
12911,,,,,,,Kombi Doğalgaz,4
12912,,,,,,,Kombi Doğalgaz,3
12913,,,,,,,Kombi Doğalgaz,3
12914,,,,,,,Kombi Doğalgaz,3
12915,,,,,,,Kombi Doğalgaz,3
12916,,,,,,,Kombi Doğalgaz,3
12917,,,,,,,Kombi Doğalgaz,3
12918,,,,,,,Kombi Doğalgaz,3
12919,,,,,,,Kombi Doğalgaz,3
12920,,,,,,,Kombi Doğalgaz,2
12921,,,,,,,Kombi Doğalgaz,2
12922,,,,,,,Kombi Doğalgaz,3
12923,,,,,,,Yerden Isıtma,4
12924,,,,,,,Kombi Doğalgaz,4
12925,,,,,,,Yerden Isıtma,3
12926,,,,,,,Kombi Doğalgaz,3
12927,,,,,,,Kombi Doğalgaz,3
12928,,,,,,,Kombi Doğalgaz,3
12929,,,,,,,Kombi Doğalgaz,3
12930,,,,,,,Kombi Doğalgaz,3
12931,,,,,,,Kombi Doğalgaz,3
12932,,,,,,,Kombi Doğalgaz,3
12933,,,,,,,Kombi Doğalgaz,3
12934,,,,,,,Kombi Doğalgaz,3
12935,,,,,,,Kombi Doğalgaz,3
12936,,,,,,,Kombi Doğalgaz,4
12937,,,,,,,Kombi Doğalgaz,3
12938,,,,,,,Kombi Doğalgaz,3
12939,,,,,,,Kombi Doğalgaz,3
12940,,,,,,,Kombi Doğalgaz,4
12941,,,,,,,Kombi Doğalgaz,5
12942,,,,,,,Kombi Doğalgaz,5
12943,,,,,,,Kombi Doğalgaz,5
12944,,,,,,,Yerden Isıtma,4
12945,,,,,,,Yerden Isıtma,4
12946,,,,,,,Yerden Isıtma,4
12947,,,,,,,Kombi Doğalgaz,3
12948,,,,,,,Yerden Isıtma,3
12949,,,,,,,Kombi Doğalgaz,3
12950,,,,,,,Kombi Doğalgaz,4
12951,,,,,,,Kombi Doğalgaz,4
12952,,,,,,,Kombi Doğalgaz,3
12953,,,,,,,Kombi Doğalgaz,3
12954,,,,,,,Kombi Doğalgaz,3
12955,,,,,,,Kombi Doğalgaz,4
12956,,,,,,,Kombi Doğalgaz,4
12957,,,,,,,Kombi Doğalgaz,4
12958,,,,,,,Kombi Doğalgaz,3
12959,,,,,,,Kombi Doğalgaz,3
12960,,,,,,,Kombi Doğalgaz,3
12961,,,,,,,Kombi Doğalgaz,3
12962,,,,,,,Kombi Doğalgaz,3
12963,,,,,,,Kombi Doğalgaz,3
12964,,,,,,,Kombi Doğalgaz,3
12965,,,,,,,Kombi Doğalgaz,3
12966,,,,,,,Kombi Doğalgaz,3
12967,,,,,,,Kombi Doğalgaz,3
12968,,,,,,,Kombi Doğalgaz,3
12969,,,,,,,Kombi Doğalgaz,3
12970,,,,,,,Kombi Doğalgaz,3
12971,,,,,,,Kombi Doğalgaz,3
12972,,,,,,,Kombi Doğalgaz,4
12973,,,,,,,Yerden Isıtma,3
12974,,,,,,,Kombi Doğalgaz,4
12975,,,,,,,Merkezi Doğalgaz,7
12976,,,,,,,Kombi Doğalgaz,3
12977,,,,,,,Kombi Doğalgaz,3
12978,,,,,,,Yerden Isıtma,3
12979,,,,,,,Kombi Doğalgaz,3
12980,,,,,,,Kombi Doğalgaz,3
12981,,,,,,,Kombi Doğalgaz,7
12982,,,,,,,Kombi Doğalgaz,3
12983,,,,,,,Yerden Isıtma,4
12984,,,,,,,Yerden Isıtma,7
12985,,,,,,,Kombi Doğalgaz,3
12986,,,,,,,Yerden Isıtma,3
12987,,,,,,,Kombi Doğalgaz,4
12988,,,,,,,Kombi Doğalgaz,3
12989,,,,,,,Kombi Doğalgaz,3
12990,,,,,,,Kombi Doğalgaz,4
12991,,,,,,,Kombi Doğalgaz,3
12992,,,,,,,Kombi Doğalgaz,3
12993,,,,,,,Kombi Doğalgaz,4
12995,,,,,,,Kombi Doğalgaz,3
12996,,,,,,,Kombi Doğalgaz,3
12997,,,,,,,Merkezi Doğalgaz,7
12998,,,,,,,Kombi Doğalgaz,3
12999,,,,,,,Kombi Doğalgaz,5
13000,,,,,,,Kombi Doğalgaz,3
13001,,,,,,,Kombi Doğalgaz,3
13002,,,,,,,Yerden Isıtma,2
13003,,,,,,,Kombi Doğalgaz,3
13004,,,,,,,Kombi Doğalgaz,5
13005,,,,,,,Kombi Doğalgaz,3
13006,,,,,,,Kombi Doğalgaz,4
13007,,,,,,,Kombi Doğalgaz,3
13008,,,,,,,Kombi Doğalgaz,3
13009,,,,,,,Yerden Isıtma,3
13010,,,,,,,Yerden Isıtma,3
13011,,,,,,,Kombi Doğalgaz,4
13012,,,,,,,Yerden Isıtma,3
13013,,,,,,,Yerden Isıtma,3
13014,,,,,,,Kombi Doğalgaz,3
13015,,,,,,,Yerden Isıtma,3
13016,,,,,,,Yerden Isıtma,3
13017,,,,,,,Kombi Doğalgaz,3
13018,,,,,,,Yerden Isıtma,3
13019,,,,,,,Yerden Isıtma,3
13020,,,,,,,Kombi Doğalgaz,3
13021,,,,,,,Kombi Doğalgaz,3
13022,,,,,,,Kombi Doğalgaz,3
13023,,,,,,,Kombi Doğalgaz,3
13024,,,,,,,Yerden Isıtma,4
13025,,,,,,,Kombi Doğalgaz,4
13026,,,,,,,Kombi Doğalgaz,3
13027,,,,,,,Kombi Doğalgaz,4
13028,,,,,,,Yerden Isıtma,3
13029,,,,,,,Yerden Isıtma,4
13030,,,,,,,Kombi Doğalgaz,4
13031,,,,,,,Kombi Doğalgaz,3
13032,,,,,,,Kombi Doğalgaz,4
13033,,,,,,,Yerden Isıtma,3
13034,,,,,,,Yerden Isıtma,3
13036,,,,,,,Kombi Doğalgaz,3
13037,,,,,,,Kombi Doğalgaz,3
13038,,,,,,,Yerden Isıtma,3
13039,,,,,,,Kombi Doğalgaz,3
13040,,,,,,,Kombi Doğalgaz,3
13041,,,,,,,Yerden Isıtma,2
13043,,,,,,,Kombi Doğalgaz,3
13044,,,,,,,Kombi Doğalgaz,4
13045,,,,,,,Kombi Doğalgaz,3
13046,,,,,,,Kombi Doğalgaz,3
13047,,,,,,,Kombi Doğalgaz,3
13048,,,,,,,Kombi Doğalgaz,3
13049,,,,,,,Merkezi Doğalgaz,4
13050,,,,,,,Kombi Doğalgaz,4
13051,,,,,,,Kombi Doğalgaz,3
13052,,,,,,,Kombi Doğalgaz,3
13053,,,,,,,Kombi Doğalgaz,3
13054,,,,,,,Kombi Doğalgaz,3
13055,,,,,,,Kombi Doğalgaz,3
13056,,,,,,,Yerden Isıtma,3
13057,,,,,,,Kombi Doğalgaz,4
13058,,,,,,,Kombi Doğalgaz,3
13059,,,,,,,Kombi Doğalgaz,3
13060,,,,,,,Kombi Doğalgaz,4
13061,,,,,,,Kombi Doğalgaz,3
13062,,,,,,,Yerden Isıtma,3
13063,,,,,,,Yerden Isıtma,3
13065,,,,,,,Kombi Doğalgaz,3
13066,,,,,,,Kombi Doğalgaz,4
13067,,,,,,,Yerden Isıtma,3
13068,,,,,,,Yerden Isıtma,3
13069,,,,,,,Kombi Doğalgaz,4
13070,,,,,,,Yerden Isıtma,4
13071,,,,,,,Kombi Doğalgaz,2
13072,,,,,,,Yerden Isıtma,3
13073,,,,,,,Kombi Doğalgaz,3
13074,,,,,,,Kombi Doğalgaz,3
13075,,,,,,,Kombi Doğalgaz,4
13076,,,,,,,Kombi Doğalgaz,4
13077,,,,,,,Yerden Isıtma,4
13078,,,,,,,Yerden Isıtma,4
13079,,,,,,,Kombi Doğalgaz,4
13080,,,,,,,Yerden Isıtma,3
13081,,,,,,,Yerden Isıtma,3
13082,,,,,,,Yerden Isıtma,3
13083,,,,,,,Kombi Doğalgaz,3
13084,,,,,,,Kombi Doğalgaz,3
13085,,,,,,,Yerden Isıtma,3
13086,,,,,,,Kombi Doğalgaz,3
13087,,,,,,,Kombi Doğalgaz,3
13088,,,,,,,Yerden Isıtma,3
13089,,,,,,,Yerden Isıtma,4
13090,,,,,,,Yerden Isıtma,3
13091,,,,,,,Kombi Doğalgaz,2
13092,,,,,,,Kombi Doğalgaz,3
13093,,,,,,,Yerden Isıtma,3
13094,,,,,,,Yerden Isıtma,3
13095,,,,,,,Kombi Doğalgaz,2
13096,,,,,,,Yerden Isıtma,4
13097,,,,,,,Kombi Doğalgaz,3
13098,,,,,,,Kombi Doğalgaz,3
13099,,,,,,,Kombi Doğalgaz,3
13100,,,,,,,Kombi Doğalgaz,4
13101,,,,,,,Sobalı,2
13102,,,,,,,Kombi Doğalgaz,4
13103,,,,,,,Yerden Isıtma,3
13104,,,,,,,Yerden Isıtma,3
13105,,,,,,,Yerden Isıtma,3
13106,,,,,,,Kombi Doğalgaz,3
13108,,,,,,,Kombi Doğalgaz,3
13109,,,,,,,Kombi Doğalgaz,3
13110,,,,,,,Kombi Doğalgaz,3
13111,,,,,,,Kombi Doğalgaz,3
13112,,,,,,,Yerden Isıtma,4
13113,,,,,,,Kombi Doğalgaz,3
13114,,,,,,,Kombi Doğalgaz,4
13115,,,,,,,Kombi Doğalgaz,4
13116,,,,,,,Kombi Doğalgaz,4
13117,,,,,,,Kombi Doğalgaz,3
13118,,,,,,,Yerden Isıtma,3
13119,,,,,,,Kombi Doğalgaz,3
13120,,,,,,,Kombi Doğalgaz,3
13122,,,,,,,Kombi Doğalgaz,3
13123,,,,,,,Kombi Doğalgaz,3
13124,,,,,,,Yerden Isıtma,3
13125,,,,,,,Yerden Isıtma,4
13126,,,,,,,Yerden Isıtma,3
13127,,,,,,,Kombi Doğalgaz,4
13128,,,,,,,Kombi Doğalgaz,3
13129,,,,,,,Yerden Isıtma,3
13130,,,,,,,Kombi Doğalgaz,3
13132,,,,,,,Kombi Doğalgaz,3
13133,,,,,,,Merkezi Doğalgaz,2
13134,,,,,,,Kombi Doğalgaz,3
13135,,,,,,,Kombi Doğalgaz,2
