,fiyat,sehir,metrekare,Bulunduğu Kat,Oda Sayısı,Tür,Isıtma Tipi,Bina Yaş,Binanın Kat Sayısı
418,1750000,adana,78,6,3,Konut,Kombi Doğalgaz,0,9
419,17999999,adana,275,,7,Konut,Kombi Doğalgaz,7,3
420,1785000,adana,130,17,4,Konut,Kombi Doğalgaz,0,17
421,4950000,adana,185,8,5,Konut,Kombi Doğalgaz,7,11
422,1350000,adana,85,10,3,Konut,Kombi Doğalgaz,0,17
423,1175000,adana,110,1,3,Konut,Klimalı,25,5
424,1645000,adana,90,4,3,Konut,Kombi Doğalgaz,,5
425,9750002,adana,45,14,2,Konut,Kombi Doğalgaz,0,14
426,3150000,adana,110,2,4,Konut,Kombi Doğalgaz,4,11
427,1950000,adana,90,3,3,Konut,Klimalı,25,3
428,1700000,adana,95,5,3,Konut,Kombi Doğalgaz,0,8
429,20950005,adana,140,11,4,Konut,Kombi Doğalgaz,4,13
430,2800000,adana,170,3,4,Konut,Kombi Doğalgaz,25,8
431,1850000,adana,90,2,3,Konut,Kombi Doğalgaz,18,9
432,6000000,adana,250,,5,Konut,Güneş Enerjisi,25,2
433,3349000,adana,110,5,4,Konut,Kombi Doğalgaz,0,14
434,1175000,adana,45,1,2,Konut,Klimalı,7,7
435,5200000,adana,180,,5,Konut,Isıtma Yok,0,2
436,5000000,adana,140,3,4,Konut,Kombi Doğalgaz,0,8
437,2950000,adana,149,3,4,Konut,Doğalgaz Sobalı,7,5
438,1950000,adana,100,1,3,Konut,Klimalı,7,11
439,8960000,adana,280,,4,Konut,Klimalı,13,3
440,3300000,adana,155,1,4,Konut,Kombi Doğalgaz,0,14
441,2570000,adana,90,1,3,Konut,Kombi Doğalgaz,0,14
442,3980000,adana,135,7,4,Konut,Kombi Doğalgaz,4,10
443,1699000,adana,70,1,3,Konut,Kombi Doğalgaz,13,8
444,8450000,adana,250,14,5,Konut,Kombi Doğalgaz,13,15
445,3680000,adana,180,10,5,Konut,Kombi Doğalgaz,18,13
446,4980000,adana,170,6,5,Konut,Kombi Doğalgaz,18,8
447,1499000,adana,110,5,3,Konut,Klimalı,25,5
448,4450000,adana,165,10,5,Konut,Kombi Doğalgaz,4,10
449,34990001,adana,170,6,5,Konut,Kombi Doğalgaz,,13
450,2800000,adana,80,9,3,Konut,Kombi Doğalgaz,1,14
451,2900000,adana,85,,3,Konut,Klimalı,25,3
452,20590002,adana,65,1,2,Konut,Kombi Doğalgaz,4,11
453,3300000,adana,212,1,4,Konut,Isıtma Yok,13,3
454,2600000,adana,90,,3,Konut,Sobalı,4,1
455,1500000,adana,45,8,2,Konut,Kombi Doğalgaz,7,12
456,1910000,adana,90,1,3,Konut,Kombi Doğalgaz,4,5
457,3050000,adana,125,4,4,Konut,Kombi Doğalgaz,0,5
458,2000000,adana,125,6,4,Konut,Kombi Doğalgaz,25,7
459,1800000,adana,80,2,3,Konut,Kombi Doğalgaz,7,5
460,3050000,adana,115,2,4,Konut,Kombi Doğalgaz,0,5
461,1350000,adana,135,5,4,Konut,Kombi Doğalgaz,25,7
462,805000,adana,75,,3,Konut,Isıtma Yok,25,1
463,4950000,adana,165,18,5,Konut,Kombi Doğalgaz,1,18
464,2440000,adana,70,4,3,Konut,Kombi Doğalgaz,0,9
465,950000,adana,50,9,2,Konut,Klimalı,3,14
466,2100000,adana,135,2,4,Konut,Klimalı,18,10
467,9680001,adana,50,1,2,Konut,Klimalı,18,10
468,1799000,adana,135,1,4,Konut,Klimalı,13,10
469,1650000,adana,119,,4,Konut,Klimalı,7,2
470,1700000,adana,105,,4,Konut,Sobalı,13,2
471,750000,adana,110,,4,Konut,Sobalı,18,2
472,1415000,adana,35,1,2,Konut,Elektrikli Radyatör,18,9
473,2200000,adana,135,1,4,Konut,Kombi Doğalgaz,25,12
474,3400000,adana,190,6,5,Konut,Kombi Doğalgaz,18,8
475,3250000,adana,150,11,4,Konut,Kombi Doğalgaz,18,11
476,3500000,adana,130,1,4,Konut,Kombi Doğalgaz,4,14
477,3500000,adana,130,17,4,Konut,Kombi Doğalgaz,4,17
478,3800000,adana,175,3,5,Konut,Kombi Doğalgaz,18,10
479,15000000,adana,210,,6,Konut,Kombi Doğalgaz,0,2
480,1975000,adana,135,7,4,Konut,Kombi Doğalgaz,25,14
481,4250000,adana,150,9,5,Konut,Kombi Doğalgaz,7,10
482,1650000,adana,85,2,3,Konut,Merkezi Doğalgaz,0,5
483,3049000,adana,110,6,4,Konut,Klimalı,0,27
484,1694000,adana,95,1,3,Konut,Klimalı,7,10
485,2450000,adana,245,,3,Konut,Klimalı,13,1
486,49400001,adana,190,6,5,Konut,Kombi Doğalgaz,7,14
487,1150000,adana,130,,3,Konut,Klimalı,25,1
488,180000014,adana,120,,3,Konut,Sobalı,25,2
489,1090000,adana,90,14,3,Konut,Klimalı,3,15
490,16000003,adana,85,2,3,Konut,Kombi Doğalgaz,4,9
491,1549000,adana,85,1,3,Konut,Klimalı,25,4
492,1425000,adana,85,4,3,Konut,Kombi Doğalgaz,,4
493,2000000,adana,110,6,4,Konut,Kombi Doğalgaz,18,8
494,625000,adana,36,,,Konut,Klimalı,7,2
495,1899000,adana,135,1,4,Konut,Kombi Doğalgaz,25,7
496,1500000,adana,87,7,3,Konut,Kombi Doğalgaz,0,7
497,1950000,adana,125,2,4,Konut,Kombi Doğalgaz,0,2
498,104500003,adana,130,,4,Konut,Kombi Doğalgaz,13,4
499,4250000,adana,150,2,4,Konut,Kombi Doğalgaz,18,8
500,2700000,adana,125,4,4,Konut,Kombi Doğalgaz,0,13
501,1950000,adana,90,1,3,Konut,Klimalı,7,10
502,1580000,adana,95,1,3,Konut,Kombi Doğalgaz,4,6
503,1999500,adana,100,2,3,Konut,Kombi Doğalgaz,25,9
504,5249000,adana,160,6,5,Konut,Kombi Doğalgaz,4,13
505,59980002,adana,180,15,6,Konut,Kombi Doğalgaz,3,16
506,1250000,adana,90,,3,Konut,Kombi Doğalgaz,0,5
507,15000000,adana,210,,6,Konut,Kombi Doğalgaz,0,2
508,8150000,adana,220,6,6,Konut,Kombi Doğalgaz,0,14
509,11400000,adana,200,,5,Konut,Yerden Isıtma,3,3
510,3295000,adana,150,4,5,Konut,Kombi Doğalgaz,3,14
511,13000004,adana,80,6,3,Konut,Isıtma Yok,0,10
512,1000000,adana,93,,3,Konut,Sobalı,25,2
513,148000010,adana,110,,4,Konut,Klimalı,25,1
514,9400001,adana,50,14,2,Konut,Klimalı,0,14
515,1595000,adana,75,1,3,Konut,Kombi Doğalgaz,4,7
516,5399000,adana,185,7,6,Konut,Kombi Doğalgaz,7,12
517,17500000,adana,470,,9,Konut,Isıtma Yok,0,4
518,8450000,adana,200,14,5,Konut,Kombi Doğalgaz,18,15
519,2200000,adana,130,7,4,Konut,Kombi Doğalgaz,4,9
520,1650000,adana,125,6,4,Konut,Kombi Doğalgaz,0,13
521,1000000,adana,40,13,2,Konut,Klimalı,1,14
522,2250000,adana,140,1,4,Konut,Kombi Doğalgaz,0,9
523,2290000,adana,155,3,4,Konut,Kombi Doğalgaz,18,10
524,1910000,adana,100,10,3,Konut,Güneş Enerjisi,7,15
525,2990000,adana,160,3,4,Konut,Kombi Doğalgaz,18,7
526,16000006,adana,100,1,3,Konut,Kombi Doğalgaz,13,3
527,1500000,adana,75,5,3,Konut,Klimalı,13,10
528,2490000,adana,135,3,4,Konut,Doğalgaz Sobalı,25,8
529,24600003,adana,100,5,3,Konut,Kombi Doğalgaz,0,16
530,3670000,adana,180,,5,Konut,Güneş Enerjisi,25,2
531,11750000,adana,250,,5,Konut,Yerden Isıtma,0,2
532,1650000,adana,60,,3,Konut,Klimalı,25,2
533,29500009,adana,175,8,4,Konut,Klimalı,13,10
534,2600000,adana,145,1,4,Konut,Klimalı,18,6
535,2185000,adana,105,1,4,Konut,Kombi Doğalgaz,7,13
536,3600000,adana,85,1,3,Konut,Isıtma Yok,18,2
537,2500000,adana,170,1,4,Konut,Klimalı,18,8
538,5950000,adana,275,6,6,Konut,Kombi Doğalgaz,25,15
539,1299000,adana,120,3,4,Konut,Kombi Doğalgaz,4,3
540,1450000,adana,100,,2,Konut,Klimalı,25,1
541,1495000,adana,90,7,3,Konut,Kombi Doğalgaz,,7
542,1870000,adana,128,,4,Konut,Kombi Doğalgaz,0,2
543,1740000,adana,120,1,4,Konut,Kombi Doğalgaz,0,3
544,1450000,adana,80,3,3,Konut,Kombi Doğalgaz,4,13
545,1450000,adana,83,,3,Konut,Kombi Doğalgaz,0,3
546,1445000,adana,110,1,4,Konut,Kombi Doğalgaz,,3
547,1490000,adana,85,1,3,Konut,Kombi Doğalgaz,0,6
548,1380000,adana,90,1,3,Konut,Kombi Doğalgaz,,3
549,1500000,adana,87,7,3,Konut,Kombi Doğalgaz,0,7
550,5250000,adana,107,,3,Konut,Klimalı,13,4
551,2490000,adana,106,5,3,Konut,Kombi Doğalgaz,4,10
552,4199999,adana,130,,4,Konut,Güneş Enerjisi,13,2
553,23250005,adana,160,9,4,Konut,Kombi Doğalgaz,18,11
554,1700000,adana,135,2,3,Konut,Kombi Doğalgaz,3,13
555,5750000,adana,273,,8,Konut,Klimalı,25,3
556,9000000,adana,270,3,5,Konut,Kat Kaloriferi,3,7
557,3200000,adana,140,2,4,Konut,Kombi Doğalgaz,3,19
558,1520000,adana,145,3,3,Konut,Klimalı,25,3
559,1699000,adana,110,1,3,Konut,Klimalı,7,7
560,1650000,adana,105,1,4,Konut,Doğalgaz Sobalı,18,20
561,1850000,adana,135,1,4,Konut,Kombi Doğalgaz,13,10
562,1450000,adana,70,1,3,Konut,Isıtma Yok,4,15
563,850000,adana,40,1,2,Konut,Isıtma Yok,0,15
564,1925000,adana,75,1,2,Konut,Kombi Doğalgaz,4,9
565,1900000,adana,135,6,4,Konut,Kombi Doğalgaz,18,7
566,1375000,adana,110,2,4,Konut,Klimalı,3,14
567,1575000,adana,127,7,5,Konut,Kombi Doğalgaz,13,8
568,90000090,adana,65,2,2,Konut,Klimalı,0,14
569,2700000,adana,80,9,3,Konut,Kombi Doğalgaz,0,14
570,1090000,adana,80,14,3,Konut,Klimalı,3,14
571,4250000,adana,150,,4,Konut,Şömine,7,2
572,8500000,adana,250,,5,Konut,Merkezi Doğalgaz,1,2
573,4100000,adana,210,3,5,Konut,Kombi Doğalgaz,18,12
574,4075000,adana,160,,4,Konut,Kombi Doğalgaz,1,3
575,30500006,adana,165,4,4,Konut,Klimalı,18,9
576,1845000,adana,120,14,3,Konut,Klimalı,7,15
577,2350000,adana,100,11,4,Konut,Kombi Doğalgaz,4,12
578,2849000,adana,90,10,3,Konut,Kombi Doğalgaz,7,14
579,2200000,adana,145,1,4,Konut,Klimalı,18,7
580,1900000,adana,105,1,3,Konut,Kombi Doğalgaz,7,11
581,1575000,adana,120,2,4,Konut,Klimalı,25,4
582,1600000,adana,140,7,4,Konut,Kombi Doğalgaz,4,13
583,3500000,adana,160,,4,Konut,Kombi Doğalgaz,13,2
584,1460000,adana,85,,3,Konut,Klimalı,25,2
585,8900008,adana,65,1,2,Konut,Kombi Doğalgaz,0,4
586,2200000,adana,180,3,7,Konut,Kombi Doğalgaz,4,3
587,1450000,adana,105,6,4,Konut,Isıtma Yok,4,12
588,1400000,adana,88,5,3,Konut,Kombi Doğalgaz,4,10
589,6250000,adana,210,,6,Konut,Kombi Doğalgaz,18,3
590,2180000,adana,130,4,4,Konut,Kombi Doğalgaz,0,10
591,2350000,adana,90,6,3,Konut,Kombi Doğalgaz,3,11
592,7850000,adana,120,,3,Konut,Kombi Doğalgaz,7,4
593,850000,adana,50,4,2,Konut,Klimalı,4,14
594,5150000,adana,150,,5,Konut,Kat Kaloriferi,0,2
595,1775000,adana,130,13,4,Konut,Klimalı,0,20
596,12700001,adana,75,1,3,Konut,Kombi Doğalgaz,4,12
597,1550000,adana,60,5,2,Konut,Klimalı,7,13
598,1325000,adana,90,2,3,Konut,Klimalı,25,2
599,1650000,adana,125,4,4,Konut,Isıtma Yok,25,5
600,14700000,adana,180,1,5,Konut,Kombi Doğalgaz,13,14
601,3300000,adana,165,10,4,Konut,Kombi Doğalgaz,13,10
602,19000000,adana,250,,6,Konut,Kombi Doğalgaz,0,3
603,1900000,adana,150,1,4,Konut,Klimalı,25,8
604,3050000,adana,145,17,4,Konut,Kombi Doğalgaz,1,20
605,1750000,adana,130,11,4,Konut,Klimalı,3,18
606,1520000,adana,90,1,3,Konut,Klimalı,25,7
607,4450000,adana,160,2,5,Konut,Kombi Doğalgaz,0,9
608,2500000,adana,160,7,4,Konut,Isıtma Yok,18,10
609,1530000,adana,75,2,3,Konut,Klimalı,7,2
610,4950000,adana,168,18,5,Konut,Kombi Doğalgaz,1,18
611,10500008,adana,50,10,2,Konut,Klimalı,0,12
612,1650000,adana,75,2,3,Konut,Kombi Doğalgaz,0,12
613,932000,adana,50,13,2,Konut,Klimalı,,13
614,850000,adana,45,5,2,Konut,Kombi Doğalgaz,0,10
615,2575000,adana,110,,3,Konut,Klimalı,,2
616,1580000,adana,60,,2,Konut,Şömine,0,1
617,2975000,adana,125,13,4,Konut,Kombi Doğalgaz,7,14
618,2425000,adana,170,3,4,Konut,Kombi Doğalgaz,1,11
619,3075000,adana,125,3,4,Konut,Doğalgaz Sobalı,4,14
620,19200006,adana,90,2,3,Konut,Kombi Doğalgaz,7,3
621,785000,adana,110,,4,Konut,Güneş Enerjisi,25,2
622,1930000,adana,120,1,3,Konut,Doğalgaz Sobalı,,11
623,22900003,adana,120,12,4,Konut,Kombi Doğalgaz,4,13
624,1150000,adana,55,2,2,Konut,Kombi Doğalgaz,0,12
625,17700001,adana,90,,6,Konut,Klimalı,25,2
626,2100000,adana,115,2,4,Konut,Isıtma Yok,18,10
627,6250000,adana,175,7,5,Konut,Kombi Doğalgaz,0,14
628,1460000,adana,80,4,3,Konut,Kombi Doğalgaz,0,6
629,4075000,adana,160,,4,Konut,Kombi Doğalgaz,1,3
630,920000,adana,202,3,4,Konut,Isıtma Yok,25,3
631,2600000,adana,120,4,4,Konut,Kombi Doğalgaz,18,6
632,5149000,adana,175,8,5,Konut,Kombi Doğalgaz,7,11
633,1590000,adana,90,5,3,Konut,Kombi Doğalgaz,,5
634,1199000,adana,55,5,3,Konut,Kombi Doğalgaz,0,15
635,6250000,adana,195,,6,Konut,Kombi Doğalgaz,0,3
636,2400000,adana,110,9,3,Konut,Kombi Doğalgaz,7,10
637,1250000,adana,50,3,2,Konut,Klimalı,3,8
638,12000000,adana,105,,4,Konut,Isıtma Yok,0,4
639,12500000,adana,350,,6,Konut,Merkezi Doğalgaz,,1
640,2250000,adana,90,2,3,Konut,Klimalı,25,5
641,2150000,adana,110,1,3,Konut,Klimalı,25,7
642,2390000,adana,103,,3,Konut,Güneş Enerjisi,25,4
643,3250000,adana,180,6,5,Konut,Kombi Doğalgaz,7,9
644,3475000,adana,148,9,4,Konut,Kombi Doğalgaz,7,15
645,2600000,adana,170,1,4,Konut,Kombi Doğalgaz,18,7
646,1150000,adana,50,13,2,Konut,Klimalı,0,13
647,4500000,adana,165,7,4,Konut,Kombi Doğalgaz,4,13
648,2499000,adana,145,2,4,Konut,Klimalı,25,6
649,895000,adana,50,7,2,Konut,Klimalı,3,11
650,2080000,adana,75,5,3,Konut,Kombi Doğalgaz,3,18
651,10500000,adana,125,1,,Konut,Merkezi (Pay Ölçer),1,10
652,3050000,adana,140,2,4,Konut,Merkezi Doğalgaz,,2
653,4249000,adana,120,10,4,Konut,Merkezi (Pay Ölçer),7,13
654,2200000,adana,105,1,4,Konut,Kombi Doğalgaz,7,12
655,2050000,adana,140,1,4,Konut,Merkezi Doğalgaz,,2
656,869000,adana,55,3,3,Konut,Kombi Doğalgaz,0,15
657,4800000,adana,250,,4,Konut,Kombi Doğalgaz,1,4
658,2095000,adana,110,11,4,Konut,Kombi Doğalgaz,4,14
659,1650000,adana,130,,4,Konut,Sobalı,25,2
660,2500000,adana,150,7,4,Konut,Kombi Doğalgaz,18,9
661,1930000,adana,105,1,4,Konut,Kombi Doğalgaz,,11
662,2950000,adana,130,10,4,Konut,Kombi Doğalgaz,7,17
663,2490000,adana,120,1,4,Konut,Kombi Doğalgaz,18,11
664,3000000,adana,100,,4,Konut,Isıtma Yok,25,3
665,2850000,adana,95,14,3,Konut,Kombi Doğalgaz,3,15
666,1275000,adana,80,1,3,Konut,Kombi Doğalgaz,0,10
667,6250000,adana,200,,6,Konut,Kombi Doğalgaz,18,3
668,21500004,adana,150,5,5,Konut,Kombi Doğalgaz,4,10
669,3499000,adana,155,8,4,Konut,Kombi Doğalgaz,18,11
670,2350000,adana,206,1,3,Konut,Doğalgaz Sobalı,0,4
671,2000000,adana,75,2,3,Konut,Merkezi Doğalgaz,7,3
672,1249000,adana,70,1,3,Konut,Kombi Doğalgaz,18,9
673,8000000,adana,220,8,5,Konut,Kombi Doğalgaz,4,12
674,2200000,adana,75,6,3,Konut,Kombi Doğalgaz,7,9
675,5250000,adana,160,6,5,Konut,Kombi Doğalgaz,4,13
676,4100000,adana,135,2,4,Konut,Kombi Doğalgaz,7,16
677,3000000,adana,125,9,4,Konut,Isıtma Yok,13,14
678,3750000,adana,160,6,4,Konut,Isıtma Yok,25,12
679,2590000,adana,75,10,3,Konut,Kombi Doğalgaz,7,12
680,240000013,adana,142,7,4,Konut,Isıtma Yok,25,10
681,1595000,adana,85,4,3,Konut,Kombi Doğalgaz,13,4
682,2450000,adana,130,1,4,Konut,Kombi Doğalgaz,18,12
683,6450000,adana,190,,4,Konut,Klimalı,13,4
684,1640000,adana,95,,3,Konut,Klimalı,18,3
685,889000,adana,50,6,2,Konut,Klimalı,0,13
686,7150000,adana,160,10,5,Konut,Kombi Doğalgaz,7,15
687,1930000,adana,140,1,4,Konut,Kombi Doğalgaz,,10
688,1930000,adana,115,1,4,Konut,Kombi Doğalgaz,,11
689,1100000,adana,90,,3,Konut,Klimalı,1,1
690,1950000,adana,35,4,2,Konut,Kombi Doğalgaz,0,4
691,21000000,adana,400,,9,Konut,Isıtma Yok,0,2
692,6500000,adana,150,,3,Konut,Klimalı,7,2
693,2425000,adana,120,3,4,Konut,Kombi Doğalgaz,0,11
694,4100000,adana,110,11,4,Konut,Kombi Doğalgaz,0,15
695,4495000,adana,135,11,4,Konut,Kombi Doğalgaz,,13
696,13250000,adana,280,7,6,Konut,Kombi Doğalgaz,7,14
697,2875000,adana,160,2,5,Konut,Kombi Doğalgaz,18,9
698,42500000,adana,500,,,Konut,Kombi Doğalgaz,13,2
699,18000000,adana,320,,7,Konut,Kombi Doğalgaz,0,2
700,4000000,adana,140,4,4,Konut,Kombi Doğalgaz,7,11
701,4650000,adana,200,15,5,Konut,Kombi Doğalgaz,13,15
702,8500000,adana,300,1,6,Konut,Kombi Doğalgaz,18,15
703,2650000,adana,130,2,4,Konut,Kombi Doğalgaz,0,8
704,8750000,adana,200,,5,Konut,Kombi Doğalgaz,0,2
705,12850000,adana,250,,6,Konut,Yerden Isıtma,0,2
706,98500006,adana,250,,5,Konut,Kombi Doğalgaz,0,2
707,15000000,adana,350,21,7,Konut,Kombi Doğalgaz,4,22
708,1995000,adana,110,5,4,Konut,Klimalı,25,7
709,2850000,adana,110,4,4,Konut,Kombi Doğalgaz,0,15
710,2975000,adana,110,14,4,Konut,Kombi Doğalgaz,1,15
711,5750000,adana,200,5,5,Konut,Kombi Doğalgaz,18,8
712,23990006,adana,90,9,3,Konut,Kombi Doğalgaz,7,12
713,135000004,adana,180,,6,Konut,Yerden Isıtma,0,2
714,145000003,adana,180,,6,Konut,Yerden Isıtma,0,2
715,4945000,adana,200,12,6,Konut,Kombi Doğalgaz,18,13
716,5400000,adana,165,12,4,Konut,Kombi Doğalgaz,7,15
717,10950000,adana,210,,8,Konut,Kombi Doğalgaz,0,2
718,17700003,adana,120,,4,Konut,Doğalgaz Sobalı,3,17
719,10950000,adana,210,,8,Konut,Kombi Doğalgaz,0,2
720,10950000,adana,210,,8,Konut,Kombi Doğalgaz,0,2
721,16000000,adana,220,,5,Konut,Yerden Isıtma,0,2
722,2300000,adana,100,6,4,Konut,Kombi Doğalgaz,7,10
723,2289000,adana,110,8,4,Konut,Kombi Doğalgaz,1,11
724,3350000,adana,140,4,4,Konut,Kombi Doğalgaz,0,11
725,5998000,adana,200,5,5,Konut,Kombi Doğalgaz,18,16
726,3600000,adana,118,2,4,Konut,Kombi Doğalgaz,3,15
727,6270000,adana,65,,4,Konut,Kombi Doğalgaz,0,2
728,22900000,adana,450,,9,Konut,Kombi Doğalgaz,18,2
729,19000000,adana,200,,6,Konut,Kombi Doğalgaz,0,2
730,5399000,adana,200,7,6,Konut,Kombi Doğalgaz,7,12
731,6250000,adana,200,,6,Konut,Kombi Doğalgaz,18,2
732,4100000,adana,160,1,5,Konut,Kombi Doğalgaz,0,9
733,18750000,adana,400,,6,Konut,Kombi Doğalgaz,13,2
734,3150000,adana,102,,3,Konut,Klimalı,3,3
735,4100000,adana,110,,3,Konut,Kombi Doğalgaz,18,3
736,3100000,adana,150,8,5,Konut,Kombi Doğalgaz,7,9
737,355000013,adana,102,,4,Konut,Klimalı,25,3
738,1525000,adana,95,4,3,Konut,Klimalı,25,4
739,3000000,adana,90,6,4,Konut,Kombi Doğalgaz,7,9
740,3335000,adana,214,,3,Konut,Klimalı,25,3
741,3200000,adana,125,8,4,Konut,Klimalı,25,10
742,1850000,adana,110,,4,Konut,Isıtma Yok,4,2
743,1600000,adana,75,2,3,Konut,Klimalı,7,2
744,2950000,adana,100,,3,Konut,Klimalı,18,3
745,9680001,adana,35,1,2,Konut,Klimalı,18,10
746,15920002,adana,70,2,3,Konut,Kombi Doğalgaz,0,4
747,1650000,adana,90,2,3,Konut,Kombi Doğalgaz,0,3
748,3350000,adana,140,4,4,Konut,Kombi Doğalgaz,0,11
749,11500008,adana,130,9,4,Konut,Klimalı,25,10
750,939000,adana,60,10,2,Konut,Kombi Doğalgaz,0,10
751,1985000,adana,90,2,3,Konut,Kombi Doğalgaz,0,8
752,2505000,adana,125,4,4,Konut,Kombi Doğalgaz,0,15
753,1050000,adana,55,1,2,Konut,Klimalı,13,11
754,4000000,adana,175,7,4,Konut,Kombi Doğalgaz,25,12
755,2399000,adana,120,2,4,Konut,Kombi Doğalgaz,4,12
756,1990000,adana,140,2,4,Konut,Klimalı,7,10
757,3500000,adana,200,10,5,Konut,Kombi Doğalgaz,18,13
758,2988000,adana,150,4,5,Konut,Isıtma Yok,13,9
759,2650000,adana,180,3,5,Konut,Kombi Doğalgaz,18,8
760,18750000,adana,400,,6,Konut,Kombi Doğalgaz,13,3
761,11500000,adana,170,,4,Konut,Klimalı,7,4
762,2000000,adana,155,1,4,Konut,Klimalı,25,7
763,3350000,adana,155,4,4,Konut,Kombi Doğalgaz,0,11
764,4945000,adana,200,14,6,Konut,Kombi Doğalgaz,18,15
765,16000000,adana,220,,5,Konut,Yerden Isıtma,0,2
766,19000000,adana,210,,6,Konut,Kombi Doğalgaz,0,3
767,6270000,adana,65,,4,Konut,Kombi Doğalgaz,0,2
768,2699000,adana,120,1,4,Konut,Kombi Doğalgaz,7,10
769,9800002,adana,75,5,3,Konut,Kombi Doğalgaz,0,9
770,2250000,adana,130,8,4,Konut,Kombi Doğalgaz,25,11
771,1655000,adana,85,4,3,Konut,Kombi Doğalgaz,13,4
772,2400000,adana,106,4,3,Konut,Kombi Doğalgaz,4,10
773,31500003,adana,105,2,4,Konut,Kombi Doğalgaz,1,6
774,6750000,adana,158,4,6,Konut,Kombi Doğalgaz,0,14
775,16500006,adana,110,3,3,Konut,Kombi Doğalgaz,0,13
776,15000006,adana,44,3,3,Konut,Kombi Doğalgaz,13,3
777,2050000,adana,75,8,3,Konut,Kombi Doğalgaz,0,8
778,3600000,adana,90,,6,Konut,Klimalı,25,2
779,2100000,adana,55,4,2,Konut,Kombi Doğalgaz,,11
780,1730000,adana,130,4,5,Konut,Klimalı,,12
781,1580000,adana,54,6,2,Konut,Merkezi (Pay Ölçer),0,12
782,1250000,adana,80,1,3,Konut,Merkezi Doğalgaz,4,8
783,6800000,adana,230,,7,Konut,Kombi Doğalgaz,7,3
784,1550000,adana,120,8,4,Konut,Isıtma Yok,18,8
785,23000000,adana,450,,9,Konut,Kombi Doğalgaz,13,3
786,1250000,adana,55,3,2,Konut,Klimalı,0,3
787,2690000,adana,190,2,6,Konut,Kombi Doğalgaz,18,12
788,1750000,adana,90,7,3,Konut,Klimalı,25,7
789,1800000,adana,95,1,3,Konut,Kombi Doğalgaz,4,12
790,1925000,adana,120,3,4,Konut,Sobalı,25,5
791,2260000,adana,90,9,3,Konut,Kombi Doğalgaz,4,13
792,2700000,adana,160,1,5,Konut,Kombi Doğalgaz,13,3
793,3850000,adana,90,,3,Konut,Sobalı,13,2
794,15900000,adana,280,,9,Konut,Yerden Isıtma,0,3
795,2050000,adana,85,3,3,Konut,Kombi Doğalgaz,0,8
796,2735000,adana,120,4,4,Konut,Kombi Doğalgaz,0,9
797,2100000,adana,130,4,4,Konut,Kombi Doğalgaz,18,4
798,2150000,adana,106,9,3,Konut,Kombi Doğalgaz,7,9
799,1650000,adana,85,1,3,Konut,Kombi Doğalgaz,13,4
800,2225000,adana,106,10,3,Konut,Merkezi (Pay Ölçer),7,10
801,1780000,adana,85,3,3,Konut,Kombi Doğalgaz,13,4
802,2350000,adana,106,1,3,Konut,Kombi Doğalgaz,7,10
803,1250000,adana,85,13,3,Konut,Klimalı,3,14
804,1980000,adana,127,,4,Konut,Kombi Doğalgaz,0,3
805,1650000,adana,125,9,4,Konut,Kombi Doğalgaz,7,15
806,1570000,adana,100,1,3,Konut,Kombi Doğalgaz,4,6
807,990000,adana,90,10,3,Konut,Isıtma Yok,,22
808,3175000,adana,120,1,4,Konut,Kombi Doğalgaz,4,9
809,1900000,adana,105,7,4,Konut,Kombi Doğalgaz,0,13
810,1985000,adana,110,9,3,Konut,Güneş Enerjisi,4,15
811,1360000,adana,85,3,3,Konut,Klimalı,3,5
812,1500000,adana,90,3,3,Konut,Kombi Doğalgaz,4,4
813,2649000,adana,100,,3,Konut,Klimalı,25,3
814,2750000,adana,160,5,4,Konut,Kombi Doğalgaz,7,11
815,7000000,adana,190,,10,Konut,Klimalı,7,2
816,2000000,adana,105,,4,Konut,Sobalı,13,2
817,2500000,adana,200,2,5,Konut,Klimalı,13,3
818,135000004,adana,185,,6,Konut,Yerden Isıtma,0,3
819,5998000,adana,210,5,5,Konut,Kombi Doğalgaz,18,15
820,2800000,adana,145,13,4,Konut,Kombi Doğalgaz,25,13
821,3600000,adana,180,2,5,Konut,Kombi Doğalgaz,1,5
822,2350000,adana,230,,7,Konut,Sobalı,13,2
823,6900000,adana,155,,4,Konut,Kombi Doğalgaz,18,3
824,3000000,adana,120,,4,Konut,Sobalı,18,3
825,2350000,adana,90,6,3,Konut,Kombi Doğalgaz,3,11
826,2150000,adana,90,9,3,Konut,Kombi Doğalgaz,7,12
827,21500009,adana,75,3,3,Konut,Kombi Doğalgaz,7,12
828,1850000,adana,130,1,4,Konut,Klimalı,,8
829,2595000,adana,125,4,4,Konut,Isıtma Yok,25,12
830,820000,adana,40,,,Konut,Güneş Enerjisi,18,2
831,2500000,adana,100,5,4,Konut,Kombi Doğalgaz,25,14
832,16500006,adana,80,4,4,Konut,Klimalı,25,7
833,2830000,adana,150,3,4,Konut,Kombi Doğalgaz,4,7
834,3500000,adana,140,9,4,Konut,Kombi Doğalgaz,0,12
835,1150000,adana,80,1,3,Konut,Kombi Doğalgaz,0,2
836,1975000,adana,100,10,4,Konut,Kombi Doğalgaz,0,13
837,1800000,adana,75,6,3,Konut,Klimalı,0,14
838,2600000,adana,145,13,4,Konut,Kombi Doğalgaz,7,15
