,fiyat,sehir,metrekare,Bulunduğu Kat,Oda Sayısı,Tür,Isıtma Tipi,Bina Yaş,Binanın Kat Sayısı
12735,60000008,eskisehir,300,,6,Konut,Sobalı,25,2
12736,1290000,eskisehir,55,3,2,Konut,Kombi Doğalgaz,13,4
12737,2600000,eskisehir,125,2,4,Konut,Kombi Doğalgaz,13,4
12738,2550000,eskisehir,120,1,4,Konut,Kombi Doğalgaz,0,3
12739,3700000,eskisehir,126,,5,Konut,Kombi Doğalgaz,7,3
12740,7000000,eskisehir,195,1,5,Konut,Yerden Isıtma,0,3
12741,3000000,eskisehir,130,2,4,Konut,Yerden Isıtma,0,3
12742,1050000,eskisehir,50,4,2,Konut,Kombi Doğalgaz,7,4
12743,3600000,eskisehir,90,2,3,Konut,Merkezi Doğalgaz,0,4
12744,2450000,eskisehir,125,1,4,Konut,Kombi Doğalgaz,0,3
12745,1295000,eskisehir,65,1,3,Konut,Kombi Doğalgaz,13,3
12746,2200000,eskisehir,90,2,3,Konut,Kombi Doğalgaz,0,3
12747,2850000,eskisehir,110,1,4,Konut,Kombi Doğalgaz,13,4
12748,2875000,eskisehir,130,2,4,Konut,Kombi Doğalgaz,0,3
12749,2375000,eskisehir,100,2,3,Konut,Kombi Doğalgaz,0,3
12750,2065000,eskisehir,115,3,3,Konut,Kombi Doğalgaz,7,3
12751,2850000,eskisehir,125,1,4,Konut,Kombi Doğalgaz,0,3
12752,2575000,eskisehir,90,2,3,Konut,Yerden Isıtma,0,3
12753,3500000,eskisehir,155,3,4,Konut,Yerden Isıtma,0,4
12754,1175000,eskisehir,50,1,2,Konut,Kombi Doğalgaz,0,3
12755,4750000,eskisehir,285,3,6,Konut,Kombi Doğalgaz,0,3
12756,2500000,eskisehir,130,1,4,Konut,Kombi Doğalgaz,0,3
12757,1850000,eskisehir,90,1,3,Konut,Kombi Doğalgaz,0,3
12758,785000,eskisehir,944,,4,Konut,Sobalı,25,1
12759,23500004,eskisehir,120,1,4,Konut,Kombi Doğalgaz,7,3
12760,2500000,eskisehir,110,3,4,Konut,Kombi Doğalgaz,0,3
12761,18250003,eskisehir,110,4,4,Konut,Kombi Doğalgaz,25,8
12762,1550000,eskisehir,55,2,2,Konut,Kombi Doğalgaz,0,2
12763,1450000,eskisehir,60,3,2,Konut,Kombi Doğalgaz,7,4
12764,1400000,eskisehir,55,2,2,Konut,Kombi Doğalgaz,0,3
12765,1650000,eskisehir,60,2,2,Konut,Yerden Isıtma,0,3
12766,2350000,eskisehir,100,2,3,Konut,Kombi Doğalgaz,0,3
12767,4085000,eskisehir,140,4,4,Konut,Kombi Doğalgaz,13,7
12768,1750000,eskisehir,55,2,2,Konut,Yerden Isıtma,0,2
12769,1450000,eskisehir,65,3,2,Konut,Kombi Doğalgaz,0,3
12770,1750000,eskisehir,100,1,3,Konut,Kombi Doğalgaz,7,3
12771,1075000,eskisehir,50,3,2,Konut,Kombi Doğalgaz,7,3
12772,2350000,eskisehir,120,1,4,Konut,Kombi Doğalgaz,7,3
12773,270000010,eskisehir,105,3,4,Konut,Kombi Doğalgaz,0,4
12774,2075000,eskisehir,140,3,4,Konut,Kombi Doğalgaz,7,3
12775,1450000,eskisehir,50,2,2,Konut,Yerden Isıtma,0,3
12776,2250000,eskisehir,99,3,3,Konut,Kombi Doğalgaz,0,3
12777,1140000,eskisehir,45,3,2,Konut,Kombi Doğalgaz,4,4
12778,3000000,eskisehir,135,3,4,Konut,Yerden Isıtma,0,3
12779,185000011,eskisehir,115,3,4,Konut,Kombi Doğalgaz,7,3
12780,1298000,eskisehir,68,1,2,Konut,Yerden Isıtma,0,3
12781,11500008,eskisehir,60,1,2,Konut,Kombi Doğalgaz,,3
12782,2365000,eskisehir,110,1,3,Konut,Kombi Doğalgaz,7,3
12783,1275000,eskisehir,55,1,2,Konut,Kombi Doğalgaz,3,3
12784,3850000,eskisehir,140,2,4,Konut,Yerden Isıtma,0,3
12785,3650000,eskisehir,150,3,4,Konut,Kombi Doğalgaz,0,3
12786,1350000,eskisehir,50,2,2,Konut,Kombi Doğalgaz,0,3
12787,1250000,eskisehir,55,1,2,Konut,Yerden Isıtma,0,3
12788,1850000,eskisehir,95,2,3,Konut,Kombi Doğalgaz,0,3
12789,2200000,eskisehir,100,2,4,Konut,Yerden Isıtma,0,3
12790,1350000,eskisehir,65,3,2,Konut,Kombi Doğalgaz,1,3
12791,1520000,eskisehir,85,3,3,Konut,Kombi Doğalgaz,7,3
12792,2440000,eskisehir,120,2,4,Konut,Kombi Doğalgaz,0,3
12793,1870000,eskisehir,95,3,3,Konut,Kombi Doğalgaz,0,3
12794,1580000,eskisehir,85,3,3,Konut,Kombi Doğalgaz,13,3
12795,2100000,eskisehir,125,2,4,Konut,Merkezi Doğalgaz,25,4
12796,1190000,eskisehir,60,2,2,Konut,Kombi Doğalgaz,13,2
12797,2100000,eskisehir,100,2,3,Konut,Kombi Doğalgaz,0,3
12798,1349999,eskisehir,55,2,2,Konut,Kombi Doğalgaz,13,3
12799,1445000,eskisehir,95,2,3,Konut,Kombi Doğalgaz,7,3
12800,1400000,eskisehir,60,2,2,Konut,Kombi Doğalgaz,0,3
12801,2280000,eskisehir,100,3,3,Konut,Kombi Doğalgaz,7,4
12802,1375000,eskisehir,55,3,2,Konut,Kombi Doğalgaz,13,3
12803,4000000,eskisehir,200,,4,Konut,Kombi Doğalgaz,18,2
12804,3125000,eskisehir,125,1,4,Konut,Kombi Doğalgaz,0,3
12805,1570000,eskisehir,100,1,4,Konut,Kombi Doğalgaz,13,3
12806,1750000,eskisehir,90,2,3,Konut,Kombi Doğalgaz,7,4
12807,3400000,eskisehir,110,2,4,Konut,Kombi Doğalgaz,7,3
12808,2300000,eskisehir,160,3,5,Konut,Kombi Doğalgaz,7,4
12809,2400000,eskisehir,140,4,2,Konut,Merkezi Doğalgaz,25,7
12810,1650000,eskisehir,75,3,3,Konut,Kombi Doğalgaz,7,3
12811,2850000,eskisehir,180,1,5,Konut,Kombi Doğalgaz,7,3
12812,1750000,eskisehir,90,2,3,Konut,Kombi Doğalgaz,7,4
12813,1175000,eskisehir,43,1,2,Konut,Kombi Doğalgaz,13,3
12814,2350000,eskisehir,90,2,3,Konut,Kombi Doğalgaz,0,3
12815,1350000,eskisehir,60,2,2,Konut,Kombi Doğalgaz,0,3
12816,2575000,eskisehir,145,,3,Konut,Kombi Doğalgaz,0,3
12817,1275000,eskisehir,45,1,2,Konut,Kombi Doğalgaz,7,3
12818,2875000,eskisehir,125,1,4,Konut,Yerden Isıtma,0,3
12819,1500000,eskisehir,65,3,2,Konut,Kombi Doğalgaz,0,3
12820,1550000,eskisehir,50,1,2,Konut,Kombi Doğalgaz,3,3
12821,3799999,eskisehir,220,7,5,Konut,Merkezi Doğalgaz,7,8
12822,1850000,eskisehir,95,2,3,Konut,Yerden Isıtma,0,3
12823,2800000,eskisehir,120,2,4,Konut,Kombi Doğalgaz,0,3
12824,3100000,eskisehir,120,2,4,Konut,Kombi Doğalgaz,0,4
12825,1220000,eskisehir,55,3,2,Konut,Kombi Doğalgaz,7,4
12826,1300000,eskisehir,90,1,2,Konut,Kombi Doğalgaz,25,3
12827,1100000,eskisehir,65,3,2,Konut,Yerden Isıtma,1,3
12828,1750000,eskisehir,120,2,4,Konut,Merkezi Doğalgaz,25,5
12829,1070000,eskisehir,55,2,2,Konut,Kombi Doğalgaz,7,3
12830,1250000,eskisehir,55,2,2,Konut,Kombi Doğalgaz,4,2
12831,1400000,eskisehir,65,2,2,Konut,Kombi Doğalgaz,0,3
12832,1550000,eskisehir,90,3,3,Konut,Kombi Doğalgaz,13,3
12833,1650000,eskisehir,85,1,3,Konut,Kombi Doğalgaz,0,3
12834,1500000,eskisehir,65,2,2,Konut,Kombi Doğalgaz,0,3
12835,1350000,eskisehir,55,3,2,Konut,Kombi Doğalgaz,13,4
12836,780000,eskisehir,35,1,,Konut,Kombi Doğalgaz,13,4
12837,2600000,eskisehir,90,1,3,Konut,Merkezi Doğalgaz,25,7
12838,1350000,eskisehir,55,2,2,Konut,Kombi Doğalgaz,1,3
12839,2950000,eskisehir,120,2,4,Konut,Kombi Doğalgaz,7,4
12840,3400000,eskisehir,130,1,4,Konut,Yerden Isıtma,0,3
12841,3400000,eskisehir,130,1,4,Konut,Yerden Isıtma,0,3
12842,2700000,eskisehir,125,1,4,Konut,Kombi Doğalgaz,0,3
12843,1070000,eskisehir,55,3,2,Konut,Merkezi (Pay Ölçer),7,3
12844,1850000,eskisehir,85,2,3,Konut,Kombi Doğalgaz,13,4
12845,17500005,eskisehir,90,1,3,Konut,Kombi Doğalgaz,,4
12846,1500000,eskisehir,60,1,2,Konut,Kombi Doğalgaz,0,4
12847,4500000,eskisehir,150,1,4,Konut,Yerden Isıtma,0,3
12848,3680000,eskisehir,175,,7,Konut,Kombi Doğalgaz,0,3
12849,1749000,eskisehir,88,3,3,Konut,Kombi Doğalgaz,0,3
12850,1400000,eskisehir,60,2,2,Konut,Kombi Doğalgaz,0,3
12851,1450000,eskisehir,60,3,,Konut,Kombi Doğalgaz,7,4
12852,2750000,eskisehir,140,3,4,Konut,Kombi Doğalgaz,0,3
12853,3100000,eskisehir,115,1,4,Konut,Yerden Isıtma,0,3
12854,1375000,eskisehir,65,1,2,Konut,Kombi Doğalgaz,0,2
12855,1035000,eskisehir,60,3,2,Konut,Kombi Doğalgaz,7,3
12856,1290000,eskisehir,70,2,2,Konut,Kombi Doğalgaz,7,3
12857,1650000,eskisehir,63,3,3,Konut,Yerden Isıtma,0,3
12858,2100000,eskisehir,90,2,3,Konut,Kombi Doğalgaz,7,3
12859,2000000,eskisehir,130,2,4,Konut,Kombi Doğalgaz,7,3
12860,2500000,eskisehir,120,2,4,Konut,Kombi Doğalgaz,0,3
12861,3050000,eskisehir,120,5,4,Konut,Kombi Doğalgaz,18,8
12862,14250001,eskisehir,95,2,3,Konut,Kombi Doğalgaz,7,3
12863,3450000,eskisehir,300,3,6,Konut,Yerden Isıtma,0,3
12864,1470000,eskisehir,85,1,3,Konut,Kombi Doğalgaz,7,3
12865,2800000,eskisehir,135,2,4,Konut,Kombi Doğalgaz,0,3
12866,2750000,eskisehir,128,3,4,Konut,Kombi Doğalgaz,0,3
12867,495000,eskisehir,99,,4,Konut,Sobalı,25,1
12868,3250000,eskisehir,95,1,3,Konut,Kombi Doğalgaz,0,2
12869,2250000,eskisehir,110,3,4,Konut,Kombi Doğalgaz,18,4
12870,999999,eskisehir,45,1,,Konut,Kombi Doğalgaz,7,4
12871,2600000,eskisehir,110,2,4,Konut,Kombi Doğalgaz,,3
12872,1900000,eskisehir,95,2,3,Konut,Kombi Doğalgaz,13,3
12873,2750000,eskisehir,118,2,4,Konut,Kombi Doğalgaz,0,3
12874,34500001,eskisehir,135,2,4,Konut,Kombi Doğalgaz,0,4
12875,2300000,eskisehir,120,1,4,Konut,Kombi Doğalgaz,0,3
12876,2200000,eskisehir,90,3,3,Konut,Yerden Isıtma,0,3
12877,1350000,eskisehir,50,1,2,Konut,Yerden Isıtma,0,3
12878,1350000,eskisehir,75,2,3,Konut,Kombi Doğalgaz,0,3
12879,2250000,eskisehir,90,2,3,Konut,Kombi Doğalgaz,3,3
12880,16500001,eskisehir,80,2,3,Konut,Kombi Doğalgaz,7,3
12881,1550000,eskisehir,80,3,3,Konut,Kombi Doğalgaz,25,4
12882,2350000,eskisehir,134,1,4,Konut,Kombi Doğalgaz,0,3
12883,1350000,eskisehir,55,2,2,Konut,Kombi Doğalgaz,0,3
12884,1750000,eskisehir,85,1,3,Konut,Kombi Doğalgaz,0,3
12885,2250000,eskisehir,120,1,4,Konut,Kombi Doğalgaz,0,3
12886,2500000,eskisehir,130,2,4,Konut,Yerden Isıtma,0,3
12887,1800000,eskisehir,90,1,3,Konut,Yerden Isıtma,0,3
12888,1875000,eskisehir,120,1,4,Konut,Kombi Doğalgaz,7,3
12889,1250000,eskisehir,55,1,2,Konut,Kombi Doğalgaz,0,3
12890,1300000,eskisehir,50,2,2,Konut,Yerden Isıtma,0,3
12891,3350000,eskisehir,115,1,4,Konut,Yerden Isıtma,0,3
12892,2200000,eskisehir,85,2,3,Konut,Yerden Isıtma,0,3
12893,1400000,eskisehir,55,2,2,Konut,Yerden Isıtma,0,3
12894,1740000,eskisehir,93,2,3,Konut,Kombi Doğalgaz,7,3
12895,2300000,eskisehir,85,2,3,Konut,Yerden Isıtma,0,3
12896,192500010,eskisehir,120,2,4,Konut,Kombi Doğalgaz,25,2
12897,2300000,eskisehir,100,,3,Konut,Kombi Doğalgaz,18,3
12898,1200000,eskisehir,50,3,2,Konut,Kombi Doğalgaz,13,3
12899,2900000,eskisehir,120,1,4,Konut,Kombi Doğalgaz,0,3
12900,2900000,eskisehir,120,2,4,Konut,Yerden Isıtma,0,3
12901,3350000,eskisehir,130,2,4,Konut,Kombi Doğalgaz,,3
12902,1525000,eskisehir,65,3,2,Konut,Kombi Doğalgaz,4,4
12903,3650000,eskisehir,220,3,6,Konut,Kombi Doğalgaz,0,3
12904,1000000,eskisehir,45,2,2,Konut,Kombi Doğalgaz,0,3
12905,162500010,eskisehir,130,1,4,Konut,Kombi Doğalgaz,7,5
12906,1625000,eskisehir,80,2,3,Konut,Kombi Doğalgaz,18,3
12907,3000000,eskisehir,111,2,4,Konut,Kombi Doğalgaz,0,3
12908,19800006,eskisehir,85,2,3,Konut,Kombi Doğalgaz,7,3
12909,1320000,eskisehir,60,2,2,Konut,Kombi Doğalgaz,,3
12910,1200000,eskisehir,140,1,5,Konut,Isıtma Yok,0,1
12911,1400000,eskisehir,60,3,2,Konut,Kombi Doğalgaz,7,4
12912,1550000,eskisehir,95,1,2,Konut,Kombi Doğalgaz,18,3
12913,1050000,eskisehir,50,2,2,Konut,Kombi Doğalgaz,13,3
12914,2100000,eskisehir,90,1,3,Konut,Kombi Doğalgaz,0,3
12915,1300000,eskisehir,52,1,2,Konut,Kombi Doğalgaz,7,3
12916,2000000,eskisehir,90,1,3,Konut,Kombi Doğalgaz,4,3
12917,10750002,eskisehir,55,3,2,Konut,Kombi Doğalgaz,7,3
12918,3000000,eskisehir,125,2,4,Konut,Kombi Doğalgaz,0,3
12919,4750000,eskisehir,170,2,4,Konut,Kombi Doğalgaz,0,3
12920,2750000,eskisehir,135,1,4,Konut,Kombi Doğalgaz,,2
12921,1250000,eskisehir,45,2,2,Konut,Kombi Doğalgaz,0,2
12922,1430000,eskisehir,75,3,2,Konut,Kombi Doğalgaz,0,3
12923,3800000,eskisehir,250,3,5,Konut,Yerden Isıtma,0,4
12924,2790000,eskisehir,110,4,4,Konut,Kombi Doğalgaz,18,4
12925,2600000,eskisehir,130,2,4,Konut,Yerden Isıtma,0,3
12926,1485000,eskisehir,60,1,2,Konut,Kombi Doğalgaz,13,3
12927,1425000,eskisehir,58,3,2,Konut,Kombi Doğalgaz,0,3
12928,3050000,eskisehir,115,1,4,Konut,Kombi Doğalgaz,7,3
12929,1450000,eskisehir,80,1,3,Konut,Kombi Doğalgaz,4,3
12930,1640000,eskisehir,100,1,3,Konut,Kombi Doğalgaz,0,3
12931,16400003,eskisehir,90,1,3,Konut,Kombi Doğalgaz,13,3
12932,1880000,eskisehir,90,3,3,Konut,Kombi Doğalgaz,13,3
12933,1520000,eskisehir,50,1,2,Konut,Kombi Doğalgaz,13,3
12934,1350000,eskisehir,50,3,2,Konut,Kombi Doğalgaz,3,3
12935,2290000,eskisehir,120,1,4,Konut,Kombi Doğalgaz,7,3
12936,1045000,eskisehir,55,2,2,Konut,Kombi Doğalgaz,13,4
12937,1700000,eskisehir,90,1,3,Konut,Kombi Doğalgaz,7,3
12938,1580000,eskisehir,90,1,3,Konut,Kombi Doğalgaz,7,3
12939,1460000,eskisehir,65,2,2,Konut,Kombi Doğalgaz,7,3
12940,1249000,eskisehir,50,2,2,Konut,Kombi Doğalgaz,7,4
12941,1350000,eskisehir,45,1,2,Konut,Kombi Doğalgaz,0,5
12942,1850000,eskisehir,85,2,3,Konut,Kombi Doğalgaz,0,5
12943,1295000,eskisehir,65,1,3,Konut,Kombi Doğalgaz,25,5
12944,2500000,eskisehir,75,2,2,Konut,Yerden Isıtma,0,4
12945,1800000,eskisehir,90,2,3,Konut,Yerden Isıtma,0,4
12946,1800000,eskisehir,90,2,3,Konut,Yerden Isıtma,0,4
12947,1450000,eskisehir,60,2,2,Konut,Kombi Doğalgaz,0,3
12948,2375000,eskisehir,115,1,4,Konut,Yerden Isıtma,0,3
12949,1495000,eskisehir,50,1,2,Konut,Kombi Doğalgaz,13,3
12950,1750000,eskisehir,90,2,3,Konut,Kombi Doğalgaz,0,4
12951,3300000,eskisehir,120,3,4,Konut,Kombi Doğalgaz,7,4
12952,2850000,eskisehir,180,1,5,Konut,Kombi Doğalgaz,7,3
12953,9150002,eskisehir,40,1,,Konut,Kombi Doğalgaz,13,3
12954,975000,eskisehir,40,3,2,Konut,Kombi Doğalgaz,13,3
12955,3100000,eskisehir,125,1,4,Konut,Kombi Doğalgaz,3,4
12956,1400000,eskisehir,70,3,3,Konut,Kombi Doğalgaz,,4
12957,1575000,eskisehir,95,1,3,Konut,Kombi Doğalgaz,0,4
12958,2600000,eskisehir,120,2,4,Konut,Kombi Doğalgaz,0,3
12959,1340000,eskisehir,50,2,2,Konut,Kombi Doğalgaz,13,3
12960,2950000,eskisehir,120,3,4,Konut,Kombi Doğalgaz,0,3
12961,3600000,eskisehir,160,2,4,Konut,Kombi Doğalgaz,0,3
12962,2100000,eskisehir,90,1,3,Konut,Kombi Doğalgaz,0,3
12963,2350000,eskisehir,95,2,3,Konut,Kombi Doğalgaz,0,3
12964,2900000,eskisehir,120,1,4,Konut,Kombi Doğalgaz,0,3
12965,2350000,eskisehir,85,,3,Konut,Kombi Doğalgaz,4,3
12966,2600000,eskisehir,120,2,4,Konut,Kombi Doğalgaz,0,3
12967,2000000,eskisehir,100,2,3,Konut,Kombi Doğalgaz,0,3
12968,2750000,eskisehir,120,1,4,Konut,Kombi Doğalgaz,7,3
12969,3250000,eskisehir,132,3,4,Konut,Kombi Doğalgaz,0,3
12970,3750000,eskisehir,253,3,7,Konut,Kombi Doğalgaz,0,3
12971,1560000,eskisehir,90,1,3,Konut,Kombi Doğalgaz,7,3
12972,2350000,eskisehir,125,1,4,Konut,Kombi Doğalgaz,3,4
12973,1450000,eskisehir,50,3,2,Konut,Yerden Isıtma,0,3
12974,2050000,eskisehir,87,2,3,Konut,Kombi Doğalgaz,0,4
12975,215000010,eskisehir,120,5,3,Konut,Merkezi Doğalgaz,25,7
12976,950000,eskisehir,50,1,2,Konut,Kombi Doğalgaz,0,3
12977,2500000,eskisehir,90,2,3,Konut,Kombi Doğalgaz,0,3
12978,2850000,eskisehir,130,1,4,Konut,Yerden Isıtma,0,3
12979,1000000,eskisehir,45,1,2,Konut,Kombi Doğalgaz,0,3
12980,1500000,eskisehir,45,2,2,Konut,Kombi Doğalgaz,0,3
12981,1690000,eskisehir,85,7,3,Konut,Kombi Doğalgaz,1,7
12982,2300000,eskisehir,130,1,4,Konut,Kombi Doğalgaz,0,3
12983,2800000,eskisehir,135,3,4,Konut,Yerden Isıtma,0,4
12984,3700000,eskisehir,140,1,4,Konut,Yerden Isıtma,0,7
12985,2300000,eskisehir,97,3,3,Konut,Kombi Doğalgaz,0,3
12986,5250000,eskisehir,150,3,4,Konut,Yerden Isıtma,0,3
12987,1715000,eskisehir,115,1,3,Konut,Kombi Doğalgaz,7,4
12988,27000002,eskisehir,100,,8,Konut,Kombi Doğalgaz,25,3
12989,1895000,eskisehir,90,1,3,Konut,Kombi Doğalgaz,7,3
12990,2125000,eskisehir,90,2,3,Konut,Kombi Doğalgaz,0,4
12991,3000000,eskisehir,130,1,4,Konut,Kombi Doğalgaz,25,3
12992,23250003,eskisehir,155,3,5,Konut,Kombi Doğalgaz,7,3
12993,3200000,eskisehir,120,3,4,Konut,Kombi Doğalgaz,0,4
12994,1665000,eskisehir,95,,3,Konut,Sobalı,25,1
12995,1800000,eskisehir,85,1,3,Konut,Kombi Doğalgaz,0,3
12996,2195000,eskisehir,110,1,3,Konut,Kombi Doğalgaz,0,3
12997,1875000,eskisehir,120,2,4,Konut,Merkezi Doğalgaz,25,7
12998,33000000,eskisehir,750,,10,Konut,Kombi Doğalgaz,7,3
12999,6100000,eskisehir,170,5,4,Konut,Kombi Doğalgaz,0,5
13000,3000000,eskisehir,140,3,5,Konut,Kombi Doğalgaz,0,3
13001,1750000,eskisehir,100,1,3,Konut,Kombi Doğalgaz,7,3
13002,2100000,eskisehir,90,1,3,Konut,Yerden Isıtma,0,2
13003,1340000,eskisehir,50,2,2,Konut,Kombi Doğalgaz,13,3
13004,2200000,eskisehir,135,3,4,Konut,Kombi Doğalgaz,25,5
13005,2000000,eskisehir,60,2,2,Konut,Kombi Doğalgaz,7,3
13006,2400000,eskisehir,140,3,4,Konut,Kombi Doğalgaz,13,4
13007,16750000,eskisehir,700,,2,Konut,Kombi Doğalgaz,13,3
13008,4550000,eskisehir,250,3,5,Konut,Kombi Doğalgaz,0,3
13009,2750000,eskisehir,125,2,4,Konut,Yerden Isıtma,0,3
13010,4200000,eskisehir,160,3,4,Konut,Yerden Isıtma,0,3
13011,5000000,eskisehir,205,,5,Konut,Kombi Doğalgaz,7,4
13012,3000000,eskisehir,125,1,4,Konut,Yerden Isıtma,0,3
13013,3000000,eskisehir,125,1,4,Konut,Yerden Isıtma,0,3
13014,4500000,eskisehir,150,1,4,Konut,Kombi Doğalgaz,0,3
13015,2850000,eskisehir,135,2,4,Konut,Yerden Isıtma,0,3
13016,3350000,eskisehir,125,3,4,Konut,Yerden Isıtma,0,3
13017,2500000,eskisehir,100,1,4,Konut,Kombi Doğalgaz,4,3
13018,3100000,eskisehir,115,3,4,Konut,Yerden Isıtma,0,3
13019,4000000,eskisehir,122,2,4,Konut,Yerden Isıtma,0,3
13020,2200000,eskisehir,120,2,4,Konut,Kombi Doğalgaz,7,3
13021,1350000,eskisehir,60,1,2,Konut,Kombi Doğalgaz,7,3
13022,980000,eskisehir,70,2,2,Konut,Kombi Doğalgaz,7,3
13023,2800000,eskisehir,117,2,4,Konut,Kombi Doğalgaz,0,3
13024,2200000,eskisehir,95,1,3,Konut,Yerden Isıtma,0,4
13025,1475000,eskisehir,50,1,2,Konut,Kombi Doğalgaz,7,4
13026,2550000,eskisehir,115,2,4,Konut,Kombi Doğalgaz,7,3
13027,3200000,eskisehir,140,3,4,Konut,Kombi Doğalgaz,4,4
13028,2200000,eskisehir,120,1,4,Konut,Yerden Isıtma,0,3
13029,2400000,eskisehir,100,4,3,Konut,Yerden Isıtma,0,4
13030,850000,eskisehir,50,1,2,Konut,Kombi Doğalgaz,13,4
13031,1650000,eskisehir,80,2,3,Konut,Kombi Doğalgaz,7,3
13032,70000002,eskisehir,280,,6,Konut,Kombi Doğalgaz,13,4
13033,4250000,eskisehir,130,2,4,Konut,Yerden Isıtma,0,3
13034,2900000,eskisehir,115,3,4,Konut,Yerden Isıtma,0,3
13035,1650000,eskisehir,115,,5,Konut,Sobalı,25,1
13036,1950000,eskisehir,120,1,4,Konut,Kombi Doğalgaz,7,3
13037,10800002,eskisehir,90,1,3,Konut,Kombi Doğalgaz,25,3
13038,2350000,eskisehir,135,1,4,Konut,Yerden Isıtma,0,3
13039,4550000,eskisehir,250,3,5,Konut,Kombi Doğalgaz,0,3
13040,3000000,eskisehir,180,3,5,Konut,Kombi Doğalgaz,0,3
13041,1350000,eskisehir,45,2,2,Konut,Yerden Isıtma,0,2
13042,2500000,eskisehir,95,1,3,Konut,Merkezi (Pay Ölçer),4,6
13043,9250005,eskisehir,60,3,2,Konut,Kombi Doğalgaz,3,3
13044,1435000,eskisehir,55,1,2,Konut,Kombi Doğalgaz,7,4
13045,3250000,eskisehir,125,3,4,Konut,Kombi Doğalgaz,7,3
13046,1570000,eskisehir,60,3,2,Konut,Kombi Doğalgaz,7,3
13047,2900000,eskisehir,125,3,4,Konut,Kombi Doğalgaz,0,3
13048,2200000,eskisehir,85,3,3,Konut,Kombi Doğalgaz,0,3
13049,1500000,eskisehir,90,,3,Konut,Merkezi Doğalgaz,18,4
13050,1500000,eskisehir,85,3,3,Konut,Kombi Doğalgaz,13,4
13051,1175000,eskisehir,50,1,2,Konut,Kombi Doğalgaz,0,3
13052,2350000,eskisehir,90,2,3,Konut,Kombi Doğalgaz,0,3
13053,1425000,eskisehir,55,3,2,Konut,Kombi Doğalgaz,0,3
13054,15700003,eskisehir,110,1,3,Konut,Kombi Doğalgaz,0,3
13055,2250000,eskisehir,130,1,4,Konut,Kombi Doğalgaz,0,3
13056,3450000,eskisehir,140,2,4,Konut,Yerden Isıtma,0,3
13057,2600000,eskisehir,120,3,4,Konut,Kombi Doğalgaz,7,4
13058,2900000,eskisehir,135,3,4,Konut,Kombi Doğalgaz,0,3
13059,1590000,eskisehir,80,3,3,Konut,Kombi Doğalgaz,7,3
13060,15800001,eskisehir,80,1,3,Konut,Kombi Doğalgaz,0,4
13061,1450000,eskisehir,80,1,3,Konut,Kombi Doğalgaz,18,3
13062,2200000,eskisehir,90,2,3,Konut,Yerden Isıtma,0,3
13063,2500000,eskisehir,105,3,4,Konut,Yerden Isıtma,0,3
13064,1800000,eskisehir,120,,3,Konut,Kombi Doğalgaz,25,1
13065,2600000,eskisehir,145,1,4,Konut,Kombi Doğalgaz,,3
13066,3800000,eskisehir,115,3,4,Konut,Kombi Doğalgaz,0,4
13067,6000000,eskisehir,280,,,Konut,Yerden Isıtma,0,3
13068,4500000,eskisehir,130,1,4,Konut,Yerden Isıtma,0,3
13069,3625000,eskisehir,150,3,5,Konut,Kombi Doğalgaz,7,4
13070,2350000,eskisehir,100,2,3,Konut,Yerden Isıtma,0,4
13071,2350000,eskisehir,120,1,4,Konut,Kombi Doğalgaz,25,2
13072,2150000,eskisehir,85,1,3,Konut,Yerden Isıtma,0,3
13073,3500000,eskisehir,120,2,4,Konut,Kombi Doğalgaz,0,3
13074,1650000,eskisehir,97,1,3,Konut,Kombi Doğalgaz,7,3
13075,11000005,eskisehir,75,4,3,Konut,Kombi Doğalgaz,18,4
13076,2725000,eskisehir,110,4,4,Konut,Kombi Doğalgaz,18,4
13077,4000000,eskisehir,120,2,4,Konut,Yerden Isıtma,0,4
13078,42750001,eskisehir,150,3,5,Konut,Yerden Isıtma,0,4
13079,41000009,eskisehir,210,3,7,Konut,Kombi Doğalgaz,0,4
13080,43750003,eskisehir,143,2,4,Konut,Yerden Isıtma,0,3
13081,2850000,eskisehir,140,1,4,Konut,Yerden Isıtma,0,3
13082,2550000,eskisehir,125,3,4,Konut,Yerden Isıtma,0,3
13083,2800000,eskisehir,75,2,3,Konut,Kombi Doğalgaz,0,3
13084,2250000,eskisehir,110,3,3,Konut,Kombi Doğalgaz,7,3
13085,2900000,eskisehir,130,2,4,Konut,Yerden Isıtma,0,3
13086,3400000,eskisehir,155,1,4,Konut,Kombi Doğalgaz,0,3
13087,1900000,eskisehir,87,1,3,Konut,Kombi Doğalgaz,0,3
13088,2300000,eskisehir,120,1,4,Konut,Yerden Isıtma,0,3
13089,3300000,eskisehir,120,3,4,Konut,Yerden Isıtma,0,4
13090,1675000,eskisehir,90,1,3,Konut,Yerden Isıtma,0,3
13091,1470000,eskisehir,70,2,2,Konut,Kombi Doğalgaz,7,2
13092,2000000,eskisehir,90,3,3,Konut,Kombi Doğalgaz,0,3
13093,2850000,eskisehir,130,1,4,Konut,Yerden Isıtma,0,3
13094,2000000,eskisehir,115,1,3,Konut,Yerden Isıtma,0,3
13095,1350000,eskisehir,55,1,2,Konut,Kombi Doğalgaz,0,2
13096,4150000,eskisehir,130,1,4,Konut,Yerden Isıtma,0,4
